Leg,Parent_Task,Assigned_Fleet,Load_Factor(%),Bottleneck_Freq(%),Shadow_Price,Revenue_Contribution,Product_Count,Value_Score,Recommendation_Tag,Recommendation_Reason
BA2539TFBGBU,BA2539,F0C0Y76,100.0,100.0,21.92,11863.6,43,13529.52,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2326TFBHUG,super_BA2326,F12C12Y48,100.0,100.0,21.84,7253.57,29,8301.89,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0038TFBNTQ,AA0038,F16C0Y165,100.0,100.0,21.64,27880.6,22,31451.2,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0649MBTCMJ,AA0649,F16C0Y165,100.0,100.0,21.6,21124.2,20,24688.2,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2118TFBZZD,BA2118,F0C0Y76,100.0,100.0,21.6,10760.3,83,12401.9,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0372TFBTNG,AA0372,F0C0Y76,100.0,100.0,21.52,11124.7,36,12760.22,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0841PBLPHH,AA0841,F16C0Y165,95.52,60.0,21.36,30849.4,9,34373.8,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0565MBYQEY,AA0565,F16C0Y165,100.0,100.0,21.24,22967.8,31,26472.4,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0843TFBLPB,AA0843,F16C0Y165,97.82,60.0,21.08,35308.17,49,38786.37,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0647MBTCMJ,AA0647,F16C0Y165,100.0,100.0,21.0,21599.8,13,25064.8,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2478MBTTUT,super_BA2478,F0C0Y76,100.0,100.0,21.0,14615.0,13,16211.0,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0615MBTTFB,AA0615,F16C0Y165,100.0,100.0,20.96,23847.3,58,27305.7,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2442SOPTFB,BA2442,F0C0Y76,100.0,100.0,20.92,10413.9,41,12003.82,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2250SOPTFB,BA2250,F0C0Y76,100.0,100.0,20.84,10917.4,38,12501.24,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0520TFBCVS,AA0520,F0C0Y76,100.0,100.0,20.8,10401.1,37,11981.9,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0051BODGBJ,super_AA0051,F12C12Y48,100.0,100.0,20.72,8049.5,67,9044.06,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0573TBOQEY,AA0573,F0C0Y76,100.0,100.0,20.68,10160.4,26,11732.08,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0569MBYQEY,AA0569,F16C0Y165,100.0,100.0,20.64,22378.27,41,25783.87,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0037NTQTFB,AA0037,F16C0Y165,100.0,100.0,20.6,25359.53,40,28758.53,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0039NTQTFB,AA0039,F16C0Y165,100.0,100.0,20.6,24727.8,22,28126.8,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0611MBTTFB,AA0611,F16C0Y165,100.0,100.0,20.6,24216.5,69,27615.5,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0608TFBMBT,AA0608,F16C0Y165,100.0,100.0,20.6,21891.5,77,25290.5,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0606TFBMBT,AA0606,F16C0Y165,100.0,100.0,20.6,18779.5,36,22178.5,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2092QEYTFB,super_BA2092,F0C0Y76,100.0,100.0,20.56,9128.8,192,10691.36,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA3452QEYCVS,AA3452,F0C0Y76,100.0,100.0,20.36,12233.7,15,13781.06,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2455CAOTFB,BA2455,F0C0Y76,100.0,100.0,20.32,12274.67,34,13818.99,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0879PBLMJI,AA0879,F16C0Y165,97.21,60.0,20.28,29346.99,8,32693.19,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0254MBYQWS,AA0254,F16C0Y165,100.0,100.0,20.24,23221.5,23,26561.1,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0626QEYMBT,AA0626,F16C0Y165,100.0,100.0,20.24,19338.6,32,22678.2,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0668TFBBVT,AA0668,F16C0Y165,100.0,100.0,20.2,27248.9,17,30581.9,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0248MBYHEM,AA0248,F16C0Y165,100.0,100.0,20.2,22148.3,24,25481.3,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2460TFBCAO,BA2460,F0C0Y76,100.0,100.0,20.12,11045.5,36,12574.62,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0759NDJTFB,AA0759,F16C0Y165,100.0,100.0,20.08,28909.7,26,32222.9,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2473TUTMBT,super_BA2473,F0C0Y76,94.74,60.0,20.08,15296.0,8,16822.08,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0823PBLLPB,AA0823,F16C0Y165,97.21,60.0,20.04,30053.3,19,33359.9,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0191BODGBJ,AA0191,F0C0Y76,100.0,100.0,20.0,11731.4,60,13251.4,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0685EFOTFB,AA0685,F16C0Y165,100.0,100.0,19.96,23645.93,66,26939.33,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0533POUTFB,AA0533,F16C0Y165,100.0,100.0,19.84,22873.6,60,26147.2,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0243HEMMBY,AA0243,F16C0Y165,100.0,100.0,19.8,21826.3,13,25093.3,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2349NTPTFB,BA2349,F0C0Y76,100.0,100.0,19.8,11310.5,34,12815.3,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0365TNGTFB,AA0365,F16C0Y165,100.0,100.0,19.72,23771.57,65,27025.37,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0895TKDPHH,AA0895,F16C0Y165,98.42,80.0,19.6,32633.1,29,35867.1,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0461MBYTFB,AA0461,F16C0Y165,100.0,100.0,19.6,23051.6,84,26285.6,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2614TGPQEY,BA2614,F0C0Y76,100.0,100.0,19.56,10547.7,31,12034.26,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2448SOPTFB,BA2448,F0C0Y76,100.0,100.0,19.44,9891.7,22,11369.14,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2259TFBSOP,BA2259,F0C0Y76,100.0,100.0,19.4,9553.2,38,11027.6,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0184GBJBOD,AA0184,F12C12Y48,100.0,100.0,19.36,7190.63,25,8119.91,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0073KOVBOD,super_AA0073,F0C0Y76,95.0,80.0,19.28,13348.4,18,14813.68,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2420MBYNGS,BA2420,F0C0Y76,100.0,100.0,19.28,9395.4,10,10860.68,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2474TUTTFB,super_BA2474,F0C0Y76,100.0,100.0,19.2,12071.3,16,13530.5,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0465MBYTFB,AA0465,F16C0Y165,100.0,100.0,19.16,22933.03,68,26094.43,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0679EFOTFB,AA0679,F16C0Y165,100.0,100.0,19.04,22632.4,63,25774.0,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0612TFBMBT,AA0612,F16C0Y165,100.0,100.0,19.0,19277.3,42,22412.3,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0400QEYTKD,AA0400,F16C0Y165,100.0,100.0,18.92,24323.1,27,27444.9,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0625MBTQEY,AA0625,F16C0Y165,100.0,100.0,18.84,20197.0,49,23305.6,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0576QEYTBO,AA0576,F0C0Y76,100.0,100.0,18.8,9066.5,25,10495.3,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2634TGPQEY,BA2634,F0C0Y76,100.0,100.0,18.72,9676.7,21,11099.42,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0457MBYTFB,AA0457,F16C0Y165,100.0,100.0,18.68,21505.4,59,24587.6,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0575TBOQEY,AA0575,F16C0Y165,100.0,100.0,18.6,22459.4,27,25528.4,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0494TFBTBO,AA0494,F0C0Y76,100.0,100.0,18.6,10262.7,35,11676.3,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA3455CVSQEY,AA3455,F0C0Y76,100.0,100.0,18.56,10098.6,27,11509.16,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0709MBYZWS,AA0709,F16C0Y165,98.67,80.0,18.48,23843.6,12,26892.8,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0368TFBTNG,AA0368,F16C0Y165,100.0,100.0,18.44,23640.7,49,26683.3,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0231TGPTFB,super_AA0231,F0C0Y76,100.0,100.0,18.44,10973.8,14,12375.24,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0495TBOTFB,AA0495,F16C0Y165,100.0,100.0,18.4,22014.47,57,25050.47,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA3473MHCTFB,AA3473,F0C0Y76,100.0,100.0,18.36,10500.1,18,11895.46,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2284TFBGDB,BA2284,F0C0Y76,100.0,100.0,18.28,9818.74,48,11208.02,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0527CVSTFB,AA0527,F16C0Y165,100.0,100.0,18.0,20563.97,30,23533.97,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0521CVSTFB,AA0521,F16C0Y165,100.0,100.0,18.0,18840.9,37,21810.9,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0536TFBPOU,AA0536,F0C0Y76,100.0,100.0,18.0,8107.0,31,9475.0,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0059TFBKOV,AA0059,F0C0Y76,98.95,80.0,17.92,16223.0,15,17584.92,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0845CMJIOM,AA0845,F16C0Y165,95.15,60.0,17.88,28884.1,42,31834.3,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0531POUTFB,AA0531,F16C0Y165,100.0,100.0,17.8,22646.3,42,25583.3,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0458TFBMBY,AA0458,F16C0Y165,100.0,100.0,17.8,21445.8,67,24382.8,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0511TOBTFB,AA0511,F16C0Y165,100.0,100.0,17.8,20716.3,56,23653.3,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0456TFBMBY,AA0456,F16C0Y165,100.0,100.0,17.8,20368.13,72,23305.13,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0244TFBMBY,super_AA0244,F16C0Y165,100.0,100.0,17.8,20253.43,43,23190.43,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0505TOBTFB,AA0505,F16C0Y165,100.0,100.0,17.8,19248.0,12,22185.0,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0317QTQTGP,super_AA0317,F16C0Y165,100.0,100.0,17.8,19021.4,18,21958.4,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0512TFBTOB,AA0512,F16C0Y165,100.0,100.0,17.8,18917.7,45,21854.7,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0516TFBTOB,AA0516,F0C0Y76,100.0,100.0,17.8,9721.2,20,11074.0,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0518TFBTOB,AA0518,F0C0Y76,100.0,100.0,17.8,9536.6,18,10889.4,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0632TFBQIY,AA0632,F16C0Y165,99.15,80.0,17.76,24148.7,31,27079.1,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0373TNGTFB,AA0373,F16C0Y165,100.0,100.0,17.68,20394.37,82,23311.57,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2024TFBZWS,BA2024,F0C0Y76,100.0,100.0,17.64,9255.7,61,10596.34,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0469MBYTFB,AA0469,F16C0Y165,100.0,100.0,17.6,22640.1,59,25544.1,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0471MBYTFB,AA0471,F16C0Y165,100.0,100.0,17.6,21161.7,69,24065.7,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0477MBYTFB,AA0477,F16C0Y165,100.0,100.0,17.6,19892.2,50,22796.2,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0312TFBTGP,super_AA0312,F0C0Y76,100.0,100.0,17.6,10352.2,20,11689.8,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA3451CVSQEY,AA3451,F0C0Y76,100.0,100.0,17.56,11153.4,38,12487.96,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0450TFBMBY,AA0450,F0C0Y76,100.0,100.0,17.56,8066.9,35,9401.46,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2116TFBZZD,BA2116,F0C0Y76,98.95,80.0,17.32,11710.2,58,13026.52,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2580TFBZFH,BA2580,F0C0Y76,99.47,80.0,17.32,10893.3,42,12209.62,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0255TKEMBY,AA0255,F16C0Y165,99.03,80.0,17.2,26539.4,28,29377.4,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0324TFBTKD,AA0324,F16C0Y165,100.0,100.0,17.2,22270.2,42,25108.2,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0190GBJBOD,AA0190,F0C0Y76,98.16,80.0,17.2,10814.2,18,12121.4,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0584QEYTOB,AA0584,F0C0Y76,100.0,100.0,17.2,8435.0,32,9742.2,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2403CPJTKD,super_BA2403,F0C0Y76,99.74,80.0,17.12,11745.6,18,13046.72,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0347PBLTFB,AA0347,F0C0Y76,100.0,100.0,17.08,9946.9,36,11244.98,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0011FXSTFB,AA0011,F16C0Y165,99.27,60.0,17.04,30807.67,65,33619.27,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0307QTQTGP,super_AA0307,F16C0Y165,100.0,100.0,17.04,19283.4,20,22095.0,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0583TOBQEY,AA0583,F16C0Y165,100.0,100.0,17.0,21400.57,42,24205.57,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0451MBYTFB,AA0451,F16C0Y165,100.0,100.0,17.0,19896.1,29,22701.1,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0628CMJMBT,AA0628,F16C0Y165,100.0,100.0,17.0,15411.4,5,18216.4,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0585TOBQEY,AA0585,F0C0Y76,100.0,100.0,17.0,10279.0,9,11571.0,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0062GBJBOD,super_AA0062,F0C0Y76,100.0,100.0,17.0,9299.47,18,10591.47,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0225TKETGP,super_AA0225,F16C0Y165,98.06,60.0,16.8,28513.9,24,31285.9,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0212MBYNAU,AA0212,F16C0Y165,97.21,80.0,16.8,21880.0,6,24652.0,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0563MBYQEY,AA0563,F16C0Y165,100.0,100.0,16.8,19554.5,37,22326.5,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0561MBYQEY,AA0561,F0C0Y76,100.0,100.0,16.8,9096.9,27,10373.7,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2445HFHTFB,BA2445,F0C0Y76,100.0,100.0,16.76,10705.63,44,11979.39,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0581TOBQEY,AA0581,F0C0Y76,100.0,100.0,16.76,8986.8,41,10260.56,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2391CPJTFB,BA2391,F16C0Y165,100.0,100.0,16.72,18759.5,65,21518.3,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0183BODGBJ,AA0183,F0C0Y76,100.0,100.0,16.64,11184.8,21,12449.44,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2371HFHTFB,BA2371,F0C0Y76,100.0,100.0,16.64,8200.93,76,9465.57,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0560QEYMBY,AA0560,F16C0Y165,100.0,100.0,16.6,22877.5,29,25616.5,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0562QEYMBY,AA0562,F16C0Y165,100.0,100.0,16.6,18561.2,28,21300.2,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0564QEYMBY,AA0564,F16C0Y165,100.0,100.0,16.6,18461.3,26,21200.3,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA3454QEYCVS,AA3454,F0C0Y76,100.0,100.0,16.6,10044.9,21,11306.5,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0566QEYMBY,AA0566,F0C0Y76,100.0,100.0,16.6,8958.9,19,10220.5,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2604MBQMBY,BA2604,F0C0Y76,96.84,80.0,16.56,11080.0,17,12338.56,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0699HFHTFB,AA0699,F0C0Y76,100.0,100.0,16.44,8916.17,102,10165.61,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA3299EVUBOD,AA3299,F12C12Y48,86.25,20.0,16.4,15762.4,13,16549.6,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0388QEYTGP,AA0388,F0C0Y76,100.0,100.0,16.4,9838.2,16,11084.6,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2635QEYTGP,super_BA2635,F0C0Y76,100.0,100.0,16.4,9633.8,16,10880.2,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2523QEYTGP,BA2523,F0C0Y76,100.0,100.0,16.4,9244.6,16,10491.0,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2237CPJTFB,BA2237,F0C0Y76,100.0,100.0,16.4,8818.6,77,10065.0,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2517QEYTGP,BA2517,F0C0Y76,100.0,100.0,16.4,8518.9,21,9765.3,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2452NGSTFB,BA2452,F12C12Y48,99.17,80.0,16.28,6231.3,41,7012.74,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0385TGPQEY,AA0385,F0C0Y76,100.0,100.0,16.2,9217.8,17,10449.0,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2638PBLTFB,BA2638,F0C0Y76,100.0,100.0,16.2,8603.5,38,9834.7,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2500TGPQEY,BA2500,F0C0Y76,100.0,100.0,16.2,8140.7,26,9371.9,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0242MBYHEM,AA0242,F16C0Y165,99.52,80.0,16.16,22430.0,8,25096.4,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0673EFOTFB,AA0673,F16C0Y165,100.0,100.0,16.0,22512.3,66,25152.3,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2408TFBZWS,BA2408,F0C0Y76,100.0,100.0,15.96,9375.2,49,10588.16,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0604TFBMBT,AA0604,F16C0Y165,100.0,100.0,15.88,17904.1,52,20524.3,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0357PBLTFB,AA0357,F16C0Y165,100.0,100.0,15.76,17498.2,35,20098.6,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0223NFYMBY,AA0223,F16C0Y165,96.36,60.0,15.72,24388.7,15,26982.5,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2571QEYPBL,BA2571,F0C0Y76,100.0,100.0,15.68,9548.2,24,10739.88,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0312TGPQTQ,super_AA0312,F0C0Y76,100.0,100.0,15.68,8620.1,13,9811.78,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0659QIYQEY,AA0659,F16C0Y165,100.0,100.0,15.64,18780.4,55,21361.0,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2114TFBZZD,BA2114,F12C12Y48,100.0,100.0,15.48,7699.4,46,8442.44,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2475TUTMBY,super_BA2475,F0C0Y76,100.0,100.0,15.4,10001.8,11,11172.2,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2467TUTMBY,BA2467,F0C0Y76,100.0,100.0,15.4,9327.6,11,10498.0,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
