Leg,Task,Origin,Destination,Parent_Task,Assigned_Fleet,Seat_Capacity,Expected_Passengers,Total_Passengers,Expected_Load(%),Load_Factor(%),Bottleneck_Freq(%),Expected_Shadow_Price,Shadow_Price,Attributed_Revenue,Revenue_Contribution,Revenue_Per_Pax,Product_Count,Value_Score,Recommendation_Tag,Recommendation_Reason
AA0053BODTDD,AA0053,BOD,TDD,AA0053,F0C0Y76,76,54.8,54.8,72.11,72.11,0.0,0.0,0.0,19985.91,19985.91,364.71,13,19985.91,Keep,This leg does not currently exhibit a strong adjustment signal.
BA2700NGSMBY,BA2700,NGS,MBY,BA2700,F16C0Y165,165,152.45,152.45,92.39,92.39,15.0,0.5303,0.5303,19812.56,19812.56,129.96,9,19900.06,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0307QTQTGP,AA0307,QTQ,TGP,super_AA0307,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,4.18,4.18,19177.7,19177.7,116.23,20,19867.4,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0539POUTFB,AA0539,POU,TFB,AA0539,F16C0Y165,165,157.25,157.25,95.3,95.3,35.0,1.285,1.285,19619.51,19619.51,124.77,83,19831.53,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0491TBOTFB,AA0491,TBO,TFB,AA0491,F16C0Y165,165,157.6,157.6,95.52,95.52,50.0,2.01,2.01,19497.03,19497.03,123.71,37,19828.68,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0505TOBTFB,AA0505,TOB,TFB,AA0505,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,4.45,4.45,19081.7,19081.7,115.65,12,19815.95,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0612TFBMBT,AA0612,TFB,MBT,AA0612,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,4.5975,4.5975,19042.61,19042.61,115.41,42,19801.2,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0626QEYMBT,AA0626,QEY,MBT,AA0626,F16C0Y165,165,162.3,162.3,98.36,98.36,75.0,3.695,3.695,19145.05,19145.05,117.96,32,19754.72,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0463MBYTFB,AA0463,MBY,TFB,AA0463,F16C0Y165,165,164.1,164.1,99.45,99.45,90.0,3.405,3.405,19189.13,19189.13,116.94,35,19750.95,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0234QEYTGP,AA0234,QEY,TGP,super_AA0234,F16C0Y165,165,160.55,160.55,97.3,97.3,45.0,1.565,1.565,19301.25,19301.25,120.22,19,19559.47,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0579TBOQEY,AA0579,TBO,QEY,AA0579,F16C0Y165,165,157.5,157.5,95.45,95.45,25.0,0.9125,0.9125,19374.62,19374.62,123.01,26,19525.19,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0317QTQTGP,AA0317,QTQ,TGP,super_AA0317,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,4.45,4.45,18762.55,18762.55,113.71,18,19496.8,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0126GBJTFB,AA0126,GBJ,TFB,AA0126,F16C0Y165,165,91.05,91.05,55.18,55.18,0.0,0.0,0.0,19463.73,19463.73,213.77,21,19463.73,Downgauge,"This leg has limited scarcity signal and relatively low load, suggesting smaller capacity may fit."
AA0659QIYQEY,AA0659,QIY,QEY,AA0659,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,4.1525,4.1525,18772.84,18772.84,113.77,55,19458.0,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0606TFBMBT,AA0606,TFB,MBT,AA0606,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,5.15,5.15,18590.93,18590.93,112.67,36,19440.68,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0582QEYTOB,AA0582,QEY,TOB,AA0582,F16C0Y165,165,148.15,148.15,89.79,89.79,20.0,0.6875,0.6875,19324.65,19324.65,130.44,15,19438.09,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2347NTPTFB,BA2347,NTP,TFB,BA2347,F16C0Y165,165,147.65,147.65,89.48,89.48,10.0,0.29,0.29,19345.08,19345.08,131.02,39,19392.92,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0317TGPTFB,AA0317,TGP,TFB,super_AA0317,F16C0Y165,165,156.0,156.0,94.55,94.55,50.0,1.545,1.545,19133.21,19133.21,122.65,47,19388.13,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0568QEYMBY,AA0568,QEY,MBY,AA0568,F16C0Y165,165,164.2,164.2,99.52,99.52,90.0,3.4725,3.4725,18786.65,18786.65,114.41,33,19359.61,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0562QEYMBY,AA0562,QEY,MBY,AA0562,F16C0Y165,165,163.15,163.15,98.88,98.88,95.0,3.55,3.55,18748.33,18748.33,114.91,28,19334.08,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0226TKDHEM,AA0226,TKD,HEM,super_AA0226,F16C0Y165,165,133.7,133.7,81.03,81.03,5.0,0.3275,0.3275,19275.93,19275.93,144.17,11,19329.97,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0638TFBQIY,AA0638,TFB,QIY,AA0638,F16C0Y165,165,163.05,163.05,98.82,98.82,75.0,2.1525,2.1525,18969.19,18969.19,116.34,55,19324.35,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0530TFBPOU,AA0530,TFB,POU,AA0530,F16C0Y165,165,158.05,158.05,95.79,95.79,60.0,2.62,2.62,18855.82,18855.82,119.3,26,19288.12,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0305TGPTFB,AA0305,TGP,TFB,AA0305,F16C0Y165,165,162.4,162.4,98.42,98.42,80.0,3.0125,3.0125,18638.15,18638.15,114.77,49,19135.21,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0132BODQEY,AA0132,BOD,QEY,AA0132,F16C0Y165,165,86.3,86.3,52.3,52.3,0.0,0.0,0.0,19118.5,19118.5,221.54,14,19118.5,Downgauge,"This leg has limited scarcity signal and relatively low load, suggesting smaller capacity may fit."
AA0580QEYTOB,AA0580,QEY,TOB,AA0580,F16C0Y165,165,160.95,160.95,97.55,97.55,55.0,1.78,1.78,18756.77,18756.77,116.54,31,19050.47,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0564QEYMBY,AA0564,QEY,MBY,AA0564,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,4.15,4.15,18336.75,18336.75,111.13,26,19021.5,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2391CPJTFB,BA2391,CPJ,TFB,BA2391,F16C0Y165,165,164.15,164.15,99.48,99.48,90.0,3.415,3.415,18279.88,18279.88,111.36,65,18843.35,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0226TFBTKD,AA0226,TFB,TKD,super_AA0226,F16C0Y165,165,147.95,147.95,89.67,89.67,25.0,1.075,1.075,18493.95,18493.95,125.0,30,18671.32,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0328TFBTKD,AA0328,TFB,TKD,AA0328,F16C0Y165,165,161.55,161.55,97.91,97.91,75.0,3.0975,3.0975,18063.21,18063.21,111.81,54,18574.3,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0629MBTQEY,AA0629,MBT,QEY,AA0629,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,3.8125,3.8125,17937.57,17937.57,108.71,78,18566.63,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0514TFBTOB,AA0514,TFB,TOB,AA0514,F16C0Y165,165,150.5,150.5,91.21,91.21,30.0,1.005,1.005,18314.73,18314.73,121.69,41,18480.55,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0362TFBTNG,AA0362,TFB,TNG,AA0362,F16C0Y165,165,146.0,146.0,88.48,88.48,0.0,0.0,0.0,18452.73,18452.73,126.39,54,18452.73,Keep,This leg does not currently exhibit a strong adjustment signal.
AA0538TFBPOU,AA0538,TFB,POU,AA0538,F16C0Y165,165,159.35,159.35,96.58,96.58,65.0,2.68,2.68,17963.67,17963.67,112.73,34,18405.87,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0108BODTFB,AA0108,BOD,TFB,AA0108,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,6.96,6.96,17865.15,17865.15,235.07,24,18394.11,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0821TFBTNG,AA0821,TFB,TNG,super_AA0821,F16C0Y165,165,153.85,153.85,93.24,93.24,30.0,0.4875,0.4875,18238.72,18238.72,118.55,46,18319.16,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0622QEYMBT,AA0622,QEY,MBT,AA0622,F16C0Y165,165,163.75,163.75,99.24,99.24,85.0,3.4775,3.4775,17684.5,17684.5,108.0,25,18258.29,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0302TFBTGP,AA0302,TFB,TGP,super_AA0302,F16C0Y165,165,155.25,155.25,94.09,94.09,40.0,1.67,1.67,17892.25,17892.25,115.25,26,18167.8,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0084BODTFB,AA0084,BOD,TFB,AA0084,F16C0Y165,165,91.75,91.75,55.61,55.61,0.0,0.0,0.0,18107.42,18107.42,197.36,69,18107.42,Downgauge,"This leg has limited scarcity signal and relatively low load, suggesting smaller capacity may fit."
AA0604TFBMBT,AA0604,TFB,MBT,AA0604,F16C0Y165,165,163.25,163.25,98.94,98.94,85.0,3.6125,3.6125,17489.15,17489.15,107.13,52,18085.21,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0482TFBTBO,AA0482,TFB,TBO,AA0482,F16C0Y165,165,154.7,154.7,93.76,93.76,30.0,0.96,0.96,17812.1,17812.1,115.14,41,17970.5,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0318TFBTGP,AA0318,TFB,TGP,AA0318,F16C0Y165,165,151.85,151.85,92.03,92.03,35.0,1.47,1.47,17588.65,17588.65,115.83,25,17831.2,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0460TFBMBY,AA0460,TFB,MBY,AA0460,F16C0Y165,165,159.95,159.95,96.94,96.94,65.0,2.535,2.535,17376.52,17376.52,108.64,36,17794.8,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0587TOBQEY,AA0587,TOB,QEY,AA0587,F16C0Y165,165,152.95,152.95,92.7,92.7,20.0,0.565,0.565,17698.55,17698.55,115.71,36,17791.77,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0529CVSTFB,AA0529,CVS,TFB,AA0529,F16C0Y165,165,147.85,147.85,89.61,89.61,15.0,0.57,0.57,17661.9,17661.9,119.46,42,17755.95,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0621MBTQEY,AA0621,MBT,QEY,AA0621,F16C0Y165,165,160.85,160.85,97.48,97.48,65.0,1.8975,1.8975,17399.55,17399.55,108.17,10,17712.64,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0476TFBMBY,AA0476,TFB,MBY,AA0476,F16C0Y165,165,146.05,146.05,88.52,88.52,15.0,0.565,0.565,17616.38,17616.38,120.62,53,17709.6,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0357PBLTFB,AA0357,PBL,TFB,AA0357,F16C0Y165,165,162.35,162.35,98.39,98.39,70.0,2.8125,2.8125,17244.4,17244.4,106.22,35,17708.46,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0454TFBMBY,AA0454,TFB,MBY,AA0454,F16C0Y165,165,155.65,155.65,94.33,94.33,35.0,1.29,1.29,17452.98,17452.98,112.13,21,17665.83,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0573TBOQEY,AA0573,TBO,QEY,AA0573,F16C0Y165,165,151.4,151.4,91.76,91.76,15.0,0.5,0.5,17558.42,17558.42,115.97,26,17640.92,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0127TFBGBJ,AA0127,TFB,GBJ,AA0127,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,9.605,9.605,16845.08,16845.08,221.65,26,17575.06,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0109TFBBOD,AA0109,TFB,BOD,AA0109,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,10.705,10.705,16736.48,16736.48,220.22,156,17550.06,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0245MBYTFB,AA0245,MBY,TFB,super_AA0245,F16C0Y165,165,153.85,153.85,93.24,93.24,45.0,1.76,1.76,17177.18,17177.18,111.65,21,17467.58,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0143QEYBOD,AA0143,QEY,BOD,AA0143,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,9.68,9.68,16659.3,16659.3,219.2,111,17394.98,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0043BODCFU,AA0043,BOD,CFU,AA0043,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,8.6025,8.6025,16732.25,16732.25,220.16,21,17386.04,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2380TFBZZK,BA2380,TFB,ZZK,BA2380,F16C0Y165,165,135.2,135.2,81.94,81.94,0.0,0.0,0.0,17344.59,17344.59,128.29,51,17344.59,Keep,This leg does not currently exhibit a strong adjustment signal.
AA0117TFBBOD,AA0117,TFB,BOD,AA0117,F0C0Y76,76,75.75,75.75,99.67,99.67,95.0,10.4525,10.4525,16542.65,16542.65,218.38,12,17337.04,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2246QEYTFB,BA2246,QEY,TFB,BA2246,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,2.4375,2.4375,16933.22,16933.22,102.63,154,17335.4,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0648TFBUVT,AA0648,TFB,UVT,AA0648,F16C0Y165,165,119.35,119.35,72.33,72.33,0.0,0.0,0.0,17271.35,17271.35,144.71,10,17271.35,Keep,This leg does not currently exhibit a strong adjustment signal.
AA0470TFBMBY,AA0470,TFB,MBY,AA0470,F16C0Y165,165,155.85,155.85,94.45,94.45,45.0,1.36,1.36,17002.4,17002.4,109.09,45,17226.8,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0227TKDTFB,AA0227,TKD,TFB,super_AA0227,F16C0Y165,165,146.65,146.65,88.88,88.88,20.0,0.7775,0.7775,17091.0,17091.0,116.54,27,17219.29,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0187BODGBJ,AA0187,BOD,GBJ,AA0187,F16C0Y165,165,121.0,121.0,73.33,73.33,0.0,0.0,0.0,17216.8,17216.8,142.29,79,17216.8,Keep,This leg does not currently exhibit a strong adjustment signal.
AA0327TKDTFB,AA0327,TKD,TFB,AA0327,F16C0Y165,165,154.5,154.5,93.64,93.64,50.0,2.015,2.015,16815.05,16815.05,108.84,32,17147.52,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0343PBLTFB,AA0343,PBL,TFB,AA0343,F16C0Y165,165,156.9,156.9,95.09,95.09,40.0,1.4175,1.4175,16759.95,16759.95,106.82,22,16993.84,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0079TFBKOV,AA0079,TFB,KOV,AA0079,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,9.265,9.265,16235.41,16235.41,213.62,73,16939.55,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0363TNGTFB,AA0363,TNG,TFB,AA0363,F16C0Y165,165,138.2,138.2,83.76,83.76,0.0,0.0,0.0,16896.22,16896.22,122.26,52,16896.22,Keep,This leg does not currently exhibit a strong adjustment signal.
AA0007FXSTFB,AA0007,FXS,TFB,AA0007,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,9.645,9.645,16136.07,16136.07,212.32,30,16869.09,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2172QEYTFB,BA2172,QEY,TFB,BA2172,F16C0Y165,165,163.2,163.2,98.91,98.91,80.0,1.675,1.675,16579.08,16579.08,101.59,168,16855.45,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0474TFBMBY,AA0474,TFB,MBY,AA0474,F16C0Y165,165,146.8,146.8,88.97,88.97,20.0,0.5025,0.5025,16737.87,16737.87,114.02,33,16820.79,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0452TFBMBY,AA0452,TFB,MBY,AA0452,F16C0Y165,165,159.4,159.4,96.61,96.61,40.0,1.78,1.78,16389.1,16389.1,102.82,28,16682.8,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA3299EVUBOD,AA3299,EVU,BOD,AA3299,F12C12Y48,48,42.85,42.85,89.27,89.27,35.0,5.84,5.84,16326.28,16326.28,381.01,13,16606.6,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0067TFBLUO,AA0067,TFB,LUO,super_AA0067,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,9.11,9.11,15904.38,15904.38,209.27,31,16596.74,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0059TFBKOV,AA0059,TFB,KOV,AA0059,F0C0Y76,76,74.75,74.75,98.36,98.36,65.0,4.665,4.665,16234.23,16234.23,217.18,15,16588.76,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0472TFBTBO,AA0472,TFB,TBO,AA0472,F16C0Y165,165,132.3,132.3,80.18,80.18,0.0,0.0,0.0,16555.7,16555.7,125.14,31,16555.7,Keep,This leg does not currently exhibit a strong adjustment signal.
AA0304TFBTGP,AA0304,TFB,TGP,AA0304,F16C0Y165,165,142.3,142.3,86.24,86.24,10.0,0.0675,0.0675,16521.85,16521.85,116.11,14,16532.99,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0704ZWSMBY,AA0704,ZWS,MBY,AA0704,F16C0Y165,165,121.85,121.85,73.85,73.85,5.0,0.29,0.29,16439.77,16439.77,134.92,10,16487.62,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0233TBOTFB,AA0233,TBO,TFB,super_AA0233,F16C0Y165,165,118.85,118.85,72.03,72.03,0.0,0.0,0.0,16475.53,16475.53,138.62,34,16475.53,Keep,This leg does not currently exhibit a strong adjustment signal.
AA0480TFBTBO,AA0480,TFB,TBO,AA0480,F16C0Y165,165,136.0,136.0,82.42,82.42,0.0,0.0,0.0,16387.2,16387.2,120.49,34,16387.2,Keep,This leg does not currently exhibit a strong adjustment signal.
AA0303TGPTFB,AA0303,TGP,TFB,AA0303,F16C0Y165,165,153.15,153.15,92.82,92.82,35.0,1.15,1.15,16182.5,16182.5,105.66,45,16372.25,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2473TUTMBT,BA2473,TUT,MBT,super_BA2473,F0C0Y76,76,73.85,73.85,97.17,97.17,70.0,5.5425,5.5425,15916.65,15916.65,215.53,8,16337.88,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0325TKDTFB,AA0325,TKD,TFB,AA0325,F16C0Y165,165,158.8,158.8,96.24,96.24,60.0,1.72,1.72,16047.48,16047.48,101.05,39,16331.27,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0558TFBQTQ,AA0558,TFB,QTQ,AA0558,F16C0Y165,165,129.8,129.8,78.67,78.67,10.0,0.395,0.395,16049.43,16049.43,123.65,20,16114.6,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0232TFBTBO,AA0232,TFB,TBO,super_AA0232,F16C0Y165,165,126.9,126.9,76.91,76.91,0.0,0.0,0.0,16097.85,16097.85,126.85,25,16097.85,Keep,This leg does not currently exhibit a strong adjustment signal.
AA0107TFBBOD,AA0107,TFB,BOD,AA0107,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,10.1675,10.1675,15262.62,15262.62,200.82,112,16035.35,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0488TFBTBO,AA0488,TFB,TBO,AA0488,F16C0Y165,165,142.55,142.55,86.39,86.39,5.0,0.1325,0.1325,16009.87,16009.87,112.31,18,16031.74,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0095TFBBOD,AA0095,TFB,BOD,AA0095,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,10.31,10.31,15221.78,15221.78,200.29,47,16005.34,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0062BODKOV,AA0062,BOD,KOV,super_AA0062,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,8.205,8.205,15378.4,15378.4,202.35,17,16001.98,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0628CMJMBT,AA0628,CMJ,MBT,AA0628,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,4.25,4.25,15280.55,15280.55,92.61,5,15981.8,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0515TOBTFB,AA0515,TOB,TFB,AA0515,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,6.0,6.0,15495.47,15495.47,203.89,39,15951.47,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2018QEYTFB,BA2018,QEY,TFB,BA2018,F16C0Y165,165,164.75,164.75,99.85,99.85,95.0,1.9025,1.9025,15620.48,15620.48,94.81,173,15934.39,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0014TFBFXS,AA0014,TFB,FXS,AA0014,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,7.25,7.25,15348.63,15348.63,201.96,26,15899.63,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0035CPTQEY,AA0035,CPT,QEY,AA0035,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,7.8375,7.8375,15226.22,15226.22,200.35,21,15821.87,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0650QEYQIY,AA0650,QEY,QIY,AA0650,F16C0Y165,165,119.9,119.9,72.67,72.67,0.0,0.0,0.0,15802.4,15802.4,131.8,20,15802.4,Keep,This leg does not currently exhibit a strong adjustment signal.
AA3296BODEVU,AA3296,BOD,EVU,AA3296,F12C12Y48,48,41.95,41.95,87.4,87.4,15.0,1.3525,1.3525,15713.2,15713.2,374.57,17,15778.12,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2544QEYTFB,BA2544,QEY,TFB,BA2544,F16C0Y165,165,156.85,156.85,95.06,95.06,30.0,0.675,0.675,15650.96,15650.96,99.78,211,15762.33,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0307TGPTFB,AA0307,TGP,TFB,super_AA0307,F16C0Y165,165,146.4,146.4,88.73,88.73,15.0,0.42,0.42,15684.65,15684.65,107.14,31,15753.95,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0323TKDTFB,AA0323,TKD,TFB,AA0323,F16C0Y165,165,128.85,128.85,78.09,78.09,0.0,0.0,0.0,15727.85,15727.85,122.06,19,15727.85,Keep,This leg does not currently exhibit a strong adjustment signal.
AA0225TGPQEY,AA0225,TGP,QEY,super_AA0225,F16C0Y165,165,141.6,141.6,85.82,85.82,10.0,0.095,0.095,15656.65,15656.65,110.57,26,15672.33,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2136TFBCPJ,BA2136,TFB,CPJ,BA2136,F16C0Y165,165,128.0,128.0,77.58,77.58,0.0,0.0,0.0,15634.47,15634.47,122.14,15,15634.47,Keep,This leg does not currently exhibit a strong adjustment signal.
AA0106BODTFB,AA0106,BOD,TFB,AA0106,F16C0Y165,165,44.05,44.05,26.7,26.7,0.0,0.0,0.0,15618.27,15618.27,354.56,15,15618.27,Downgauge,"This leg has limited scarcity signal and relatively low load, suggesting smaller capacity may fit."
AA3297EVUBOD,AA3297,EVU,BOD,AA3297,F12C12Y48,48,38.75,38.75,80.73,80.73,0.0,0.0,0.0,15524.5,15524.5,400.63,6,15524.5,Keep,This leg does not currently exhibit a strong adjustment signal.
AA0342TFBPBL,AA0342,TFB,PBL,AA0342,F16C0Y165,165,134.25,134.25,81.36,81.36,0.0,0.0,0.0,15417.02,15417.02,114.84,20,15417.02,Keep,This leg does not currently exhibit a strong adjustment signal.
BA2014QEYTFB,BA2014,QEY,TFB,BA2014,F16C0Y165,165,164.55,164.55,99.73,99.73,95.0,2.38,2.38,15014.94,15014.94,91.25,162,15407.64,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
