Task,Origin,Destination,Leg_Count,Legs,Assigned_Fleet,Seat_Capacity_Per_Leg,Seat_Capacity,Task_Capacity,Total_Fly_Minutes,Fly_Minutes,Passenger_Boardings,Expected_Passengers,Total_Sold,Total_Unmet,Expected_Load(%),Load_Factor(%),Attributed_Revenue,Revenue,Operating_Cost,Cost,Attributed_Profit,Profit,Avg_Shadow_Price,Max_Shadow_Price,Shadow_Price_Summary,Product_Count,Is_Overnight_Task,Is_Super_Flight,Recommendation_Tag,Recommendation_Reason
AA0457,MBY,TFB,1,AA0457MBYTFB,F16C0Y165,165,165,165,157,157,165.0,165.0,147.45,32.85,100.0,100.0,21745.95,21745.95,12041.9,12041.9,9704.05,9704.05,5.0325,5.0325,avg=5.03; max=5.03; positive_legs=1,59,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0458,TFB,MBY,1,AA0458TFBMBY,F16C0Y165,165,165,165,160,160,165.0,165.0,144.66,74.45,100.0,100.0,21195.4,21195.4,12272.0,12272.0,8923.4,8923.4,4.435,4.435,avg=4.44; max=4.44; positive_legs=1,67,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0460,TFB,MBY,1,AA0460TFBMBY,F16C0Y165,165,165,165,155,155,159.95,159.95,149.3,13.15,96.94,96.94,17376.52,17376.52,11888.5,11888.5,5488.02,5488.02,2.535,2.535,avg=2.54; max=2.54; positive_legs=1,36,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0461,MBY,TFB,1,AA0461MBYTFB,F16C0Y165,165,165,165,159,159,165.0,165.0,146.1,18.08,100.0,100.0,22865.58,22865.58,12195.3,12195.3,10670.27,10670.27,4.395,4.395,avg=4.40; max=4.40; positive_legs=1,84,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0462,TFB,MBY,1,AA0462TFBMBY,F0C0Y76,76,76,76,151,151,73.8,73.8,65.47,2.25,97.11,97.11,7520.48,7520.48,6014.83,6014.83,1505.64,1505.64,1.435,1.435,avg=1.44; max=1.44; positive_legs=1,26,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0463,MBY,TFB,1,AA0463MBYTFB,F16C0Y165,165,165,165,155,155,164.1,164.1,159.68,19.4,99.45,99.45,19189.13,19189.13,11888.5,11888.5,7300.63,7300.63,3.405,3.405,avg=3.40; max=3.40; positive_legs=1,35,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0465,MBY,TFB,1,AA0465MBYTFB,F16C0Y165,165,165,165,156,156,165.0,165.0,150.49,34.13,100.0,100.0,22618.38,22618.38,11965.2,11965.2,10653.18,10653.18,4.72,4.72,avg=4.72; max=4.72; positive_legs=1,68,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0467,MBY,TFB,1,AA0467MBYTFB,F16C0Y165,165,165,165,160,160,164.35,164.35,139.47,12.88,99.61,99.61,21477.49,21477.49,12272.0,12272.0,9205.49,9205.49,3.585,3.585,avg=3.58; max=3.58; positive_legs=1,85,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0469,MBY,TFB,1,AA0469MBYTFB,F16C0Y165,165,165,165,158,158,165.0,165.0,157.43,56.45,100.0,100.0,22641.15,22641.15,12118.6,12118.6,10522.55,10522.55,4.4875,4.4875,avg=4.49; max=4.49; positive_legs=1,59,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0470,TFB,MBY,1,AA0470TFBMBY,F16C0Y165,165,165,165,150,150,155.85,155.85,135.82,3.15,94.45,94.45,17002.4,17002.4,11505.0,11505.0,5497.4,5497.4,1.36,1.36,avg=1.36; max=1.36; positive_legs=1,45,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0471,MBY,TFB,1,AA0471MBYTFB,F16C0Y165,165,165,165,155,155,165.0,165.0,144.65,117.18,100.0,100.0,21161.68,21161.68,11888.5,11888.5,9273.18,9273.18,4.4,4.4,avg=4.40; max=4.40; positive_legs=1,69,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0472,TFB,TBO,1,AA0472TFBTBO,F16C0Y165,165,165,165,159,159,132.3,132.3,124.32,0.0,80.18,80.18,16555.7,16555.7,12195.3,12195.3,4360.4,4360.4,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,31,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
AA0474,TFB,MBY,1,AA0474TFBMBY,F16C0Y165,165,165,165,152,152,146.8,146.8,135.07,0.57,88.97,88.97,16737.87,16737.87,11658.4,11658.4,5079.47,5079.47,0.5025,0.5025,avg=0.50; max=0.50; positive_legs=1,33,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
AA0476,TFB,MBY,1,AA0476TFBMBY,F16C0Y165,165,165,165,157,157,146.05,146.05,128.42,0.67,88.52,88.52,17616.38,17616.38,12041.9,12041.9,5574.48,5574.48,0.565,0.565,avg=0.57; max=0.57; positive_legs=1,53,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
AA0477,MBY,TFB,1,AA0477MBYTFB,F0C0Y76,76,76,76,169,169,76.0,76.0,62.25,140.62,100.0,100.0,11511.8,11511.8,6731.83,6731.83,4779.97,4779.97,5.785,5.785,avg=5.79; max=5.79; positive_legs=1,50,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0479,MBY,QEY,1,AA0479MBYQEY,F16C0Y165,165,165,165,139,139,165.0,165.0,161.82,24.28,100.0,100.0,20017.87,20017.87,10661.3,10661.3,9356.57,9356.57,3.5225,3.5225,avg=3.52; max=3.52; positive_legs=1,30,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0480,TFB,TBO,1,AA0480TFBTBO,F16C0Y165,165,165,165,161,161,136.0,136.0,122.35,0.0,82.42,82.42,16387.2,16387.2,12348.7,12348.7,4038.5,4038.5,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,34,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
AA0481,TBO,TFB,1,AA0481TBOTFB,F0C0Y76,76,76,76,171,171,76.0,76.0,69.55,62.5,100.0,100.0,11314.05,11314.05,6811.5,6811.5,4502.55,4502.55,6.25,6.25,avg=6.25; max=6.25; positive_legs=1,49,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0482,TFB,TBO,1,AA0482TFBTBO,F16C0Y165,165,165,165,158,158,154.7,154.7,130.2,2.5,93.76,93.76,17812.1,17812.1,12118.6,12118.6,5693.5,5693.5,0.96,0.96,avg=0.96; max=0.96; positive_legs=1,41,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0483,TBO,TFB,1,AA0483TBOTFB,F16C0Y165,165,165,165,170,170,155.5,155.5,140.81,4.28,94.24,94.24,20375.8,20375.8,13039.0,13039.0,7336.8,7336.8,1.7575,1.7575,avg=1.76; max=1.76; positive_legs=1,47,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0484,TFB,TBO,1,AA0484TFBTBO,F0C0Y76,76,76,76,161,161,67.7,67.7,64.08,1.9,89.08,89.08,8387.85,8387.85,6413.17,6413.17,1974.68,1974.68,0.93,0.93,avg=0.93; max=0.93; positive_legs=1,14,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
AA0485,TBO,TFB,1,AA0485TBOTFB,F0C0Y76,76,76,76,173,173,76.0,76.0,70.33,94.1,100.0,100.0,11431.95,11431.95,6891.17,6891.17,4540.78,4540.78,6.1225,6.1225,avg=6.12; max=6.12; positive_legs=1,42,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0487,TBO,TFB,1,AA0487TBOTFB,F0C0Y76,76,76,76,165,165,76.0,76.0,67.78,79.2,100.0,100.0,11077.43,11077.43,6572.5,6572.5,4504.93,4504.93,6.25,6.25,avg=6.25; max=6.25; positive_legs=1,42,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0488,TFB,TBO,1,AA0488TFBTBO,F16C0Y165,165,165,165,160,160,142.55,142.55,135.15,0.03,86.39,86.39,16009.87,16009.87,12272.0,12272.0,3737.87,3737.87,0.1325,0.1325,avg=0.13; max=0.13; positive_legs=1,18,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
AA0491,TBO,TFB,1,AA0491TBOTFB,F16C0Y165,165,165,165,166,166,157.6,157.6,142.6,5.17,95.52,95.52,19497.03,19497.03,12732.2,12732.2,6764.83,6764.83,2.01,2.01,avg=2.01; max=2.01; positive_legs=1,37,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0493,TBO,TFB,1,AA0493TBOTFB,F0C0Y76,76,76,76,180,180,76.0,76.0,72.72,79.58,100.0,100.0,12704.27,12704.27,7170.0,7170.0,5534.27,5534.27,6.25,6.25,avg=6.25; max=6.25; positive_legs=1,36,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0494,TFB,TBO,1,AA0494TFBTBO,F0C0Y76,76,76,76,166,166,76.0,76.0,67.62,45.12,100.0,100.0,10538.0,10538.0,6612.33,6612.33,3925.67,3925.67,4.73,4.73,avg=4.73; max=4.73; positive_legs=1,35,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0495,TBO,TFB,1,AA0495TBOTFB,F16C0Y165,165,165,165,169,169,165.0,165.0,149.75,33.98,100.0,100.0,22090.36,22090.36,12962.3,12962.3,9128.06,9128.06,4.625,4.625,avg=4.62; max=4.62; positive_legs=1,57,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0498,TFB,TBO,1,AA0498TFBTBO,F16C0Y165,165,165,165,160,160,104.65,104.65,91.03,0.0,63.42,63.42,11781.45,11781.45,12272.0,12272.0,-490.55,-490.55,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,29,0,0,Downgauge,"Load is moderate-to-low and shadow price is near zero, suggesting possible excess capacity."
AA0501,TOB,TFB,1,AA0501TOBTFB,F16C0Y165,165,165,165,157,157,151.55,151.55,134.93,1.28,91.85,91.85,20991.37,20991.37,12041.9,12041.9,8949.47,8949.47,0.765,0.765,avg=0.77; max=0.77; positive_legs=1,68,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0502,TFB,TOB,1,AA0502TFBTOB,F16C0Y165,165,165,165,158,158,154.1,154.1,150.2,3.38,93.39,93.39,21745.78,21745.78,12118.6,12118.6,9627.18,9627.18,0.8875,0.8875,avg=0.89; max=0.89; positive_legs=1,20,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0503,TOB,TFB,1,AA0503TOBTFB,F16C0Y165,165,165,165,158,158,164.25,164.25,145.75,9.82,99.55,99.55,21506.35,21506.35,12118.6,12118.6,9387.75,9387.75,3.3675,3.3675,avg=3.37; max=3.37; positive_legs=1,54,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0504,TFB,TOB,1,AA0504TFBTOB,F16C0Y165,165,165,165,158,158,163.15,163.15,150.47,9.62,98.88,98.88,24442.33,24442.33,12118.6,12118.6,12323.73,12323.73,2.535,2.535,avg=2.54; max=2.54; positive_legs=1,46,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0505,TOB,TFB,1,AA0505TOBTFB,F16C0Y165,165,165,165,157,157,165.0,165.0,163.5,45.73,100.0,100.0,19081.7,19081.7,12041.9,12041.9,7039.8,7039.8,4.45,4.45,avg=4.45; max=4.45; positive_legs=1,12,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0507,TOB,TFB,1,AA0507TOBTFB,F16C0Y165,165,165,165,159,159,158.7,158.7,146.26,3.13,96.18,96.18,22772.81,22772.81,12195.3,12195.3,10577.51,10577.51,1.7125,1.7125,avg=1.71; max=1.71; positive_legs=1,40,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0508,TFB,TOB,1,AA0508TFBTOB,F16C0Y165,165,165,165,158,158,159.8,159.8,152.45,7.65,96.85,96.85,22421.18,22421.18,12118.6,12118.6,10302.58,10302.58,2.2675,2.2675,avg=2.27; max=2.27; positive_legs=1,33,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0511,TOB,TFB,1,AA0511TOBTFB,F16C0Y165,165,165,165,162,162,165.0,165.0,150.77,28.2,100.0,100.0,20880.15,20880.15,12425.4,12425.4,8454.75,8454.75,4.45,4.45,avg=4.45; max=4.45; positive_legs=1,56,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0512,TFB,TOB,1,AA0512TFBTOB,F16C0Y165,165,165,165,159,159,165.0,165.0,147.2,44.88,100.0,100.0,19514.07,19514.07,12195.3,12195.3,7318.77,7318.77,4.4325,4.4325,avg=4.43; max=4.43; positive_legs=1,45,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0514,TFB,TOB,1,AA0514TFBTOB,F16C0Y165,165,165,165,157,157,150.5,150.5,139.77,4.12,91.21,91.21,18314.73,18314.73,12041.9,12041.9,6272.83,6272.83,1.005,1.005,avg=1.01; max=1.01; positive_legs=1,41,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0515,TOB,TFB,1,AA0515TOBTFB,F0C0Y76,76,76,76,180,180,76.0,76.0,72.15,68.95,100.0,100.0,15495.47,15495.47,7170.0,7170.0,8325.47,8325.47,6.0,6.0,avg=6.00; max=6.00; positive_legs=1,39,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0516,TFB,TOB,1,AA0516TFBTOB,F0C0Y76,76,76,76,158,158,75.4,75.4,71.25,30.9,99.21,99.21,9959.4,9959.4,6293.67,6293.67,3665.73,3665.73,4.2275,4.2275,avg=4.23; max=4.23; positive_legs=1,20,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0517,TOB,TFB,1,AA0517TOBTFB,F0C0Y76,76,76,76,165,165,76.0,76.0,73.8,62.98,100.0,100.0,14249.8,14249.8,6572.5,6572.5,7677.3,7677.3,5.975,5.975,avg=5.97; max=5.97; positive_legs=1,33,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0518,TFB,TOB,1,AA0518TFBTOB,F0C0Y76,76,76,76,157,157,76.0,76.0,74.3,20.25,100.0,100.0,10059.52,10059.52,6253.83,6253.83,3805.69,3805.69,4.385,4.385,avg=4.39; max=4.39; positive_legs=1,18,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0520,TFB,CVS,1,AA0520TFBCVS,F0C0Y76,76,76,76,140,140,76.0,76.0,69.52,35.73,100.0,100.0,10183.45,10183.45,5576.67,5576.67,4606.78,4606.78,4.92,4.92,avg=4.92; max=4.92; positive_legs=1,37,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0521,CVS,TFB,1,AA0521CVSTFB,F0C0Y76,76,76,76,150,150,76.0,76.0,68.6,123.35,100.0,100.0,11032.0,11032.0,5975.0,5975.0,5057.0,5057.0,5.545,5.545,avg=5.54; max=5.54; positive_legs=1,37,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0522,TFB,CVS,1,AA0522TFBCVS,F16C0Y165,165,165,165,141,141,163.65,163.65,161.5,31.45,99.18,99.18,19659.25,19659.25,10814.7,10814.7,8844.55,8844.55,3.56,3.56,avg=3.56; max=3.56; positive_legs=1,17,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0524,TFB,CVS,1,AA0524TFBCVS,F16C0Y165,165,165,165,143,143,132.9,132.9,123.44,0.3,80.55,80.55,13176.44,13176.44,10968.1,10968.1,2208.34,2208.34,0.36,0.36,avg=0.36; max=0.36; positive_legs=1,26,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
AA0527,CVS,TFB,1,AA0527CVSTFB,F16C0Y165,165,165,165,153,153,162.2,162.2,158.43,10.83,98.3,98.3,20328.68,20328.68,11735.1,11735.1,8593.58,8593.58,3.15,3.15,avg=3.15; max=3.15; positive_legs=1,30,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0529,CVS,TFB,1,AA0529CVSTFB,F16C0Y165,165,165,165,151,151,147.85,147.85,134.25,0.68,89.61,89.61,17661.9,17661.9,11581.7,11581.7,6080.2,6080.2,0.57,0.57,avg=0.57; max=0.57; positive_legs=1,42,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
AA0530,TFB,POU,1,AA0530TFBPOU,F16C0Y165,165,165,165,150,150,158.05,158.05,154.1,15.28,95.79,95.79,18855.82,18855.82,11505.0,11505.0,7350.82,7350.82,2.62,2.62,avg=2.62; max=2.62; positive_legs=1,26,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0531,POU,TFB,1,AA0531POUTFB,F16C0Y165,165,165,165,155,155,164.4,164.4,149.2,24.2,99.64,99.64,22602.7,22602.7,11888.5,11888.5,10714.2,10714.2,4.07,4.07,avg=4.07; max=4.07; positive_legs=1,42,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0533,POU,TFB,1,AA0533POUTFB,F16C0Y165,165,165,165,158,158,165.0,165.0,149.87,39.3,100.0,100.0,22976.42,22976.42,12118.6,12118.6,10857.82,10857.82,5.035,5.035,avg=5.04; max=5.04; positive_legs=1,60,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0536,TFB,POU,1,AA0536TFBPOU,F0C0Y76,76,76,76,149,149,74.15,74.15,64.15,14.7,97.57,97.57,7666.52,7666.52,5935.17,5935.17,1731.36,1731.36,3.375,3.375,avg=3.38; max=3.38; positive_legs=1,31,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0538,TFB,POU,1,AA0538TFBPOU,F16C0Y165,165,165,165,150,150,159.35,159.35,146.1,11.75,96.58,96.58,17963.67,17963.67,11505.0,11505.0,6458.67,6458.67,2.68,2.68,avg=2.68; max=2.68; positive_legs=1,34,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0539,POU,TFB,1,AA0539POUTFB,F16C0Y165,165,165,165,164,164,157.25,157.25,132.7,4.53,95.3,95.3,19619.51,19619.51,12578.8,12578.8,7040.71,7040.71,1.285,1.285,avg=1.28; max=1.28; positive_legs=1,83,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0549,QTQ,TFB,1,AA0549QTQTFB,F16C0Y165,165,165,165,170,170,165.0,165.0,161.03,35.08,100.0,100.0,31771.5,31771.5,13039.0,13039.0,18732.5,18732.5,6.5925,6.5925,avg=6.59; max=6.59; positive_legs=1,24,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0558,TFB,QTQ,1,AA0558TFBQTQ,F16C0Y165,165,165,165,161,161,129.8,129.8,128.6,0.45,78.67,78.67,16049.43,16049.43,12348.7,12348.7,3700.73,3700.73,0.395,0.395,avg=0.40; max=0.40; positive_legs=1,20,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
AA0560,QEY,MBY,1,AA0560QEYMBY,F16C0Y165,165,165,165,141,141,165.0,165.0,157.32,105.12,100.0,100.0,22941.07,22941.07,10814.7,10814.7,12126.37,12126.37,4.15,4.15,avg=4.15; max=4.15; positive_legs=1,29,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0561,MBY,QEY,1,AA0561MBYQEY,F0C0Y76,76,76,76,146,146,76.0,76.0,69.57,69.5,100.0,100.0,8865.4,8865.4,5815.67,5815.67,3049.73,3049.73,4.2,4.2,avg=4.20; max=4.20; positive_legs=1,27,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0562,QEY,MBY,1,AA0562QEYMBY,F16C0Y165,165,165,165,145,145,163.15,163.15,158.65,30.25,98.88,98.88,18748.33,18748.33,11121.5,11121.5,7626.83,7626.83,3.55,3.55,avg=3.55; max=3.55; positive_legs=1,28,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0563,MBY,QEY,1,AA0563MBYQEY,F16C0Y165,165,165,165,145,145,165.0,165.0,147.4,51.82,100.0,100.0,19532.8,19532.8,11121.5,11121.5,8411.3,8411.3,4.18,4.18,avg=4.18; max=4.18; positive_legs=1,37,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0564,QEY,MBY,1,AA0564QEYMBY,F16C0Y165,165,165,165,138,138,165.0,165.0,161.65,77.2,100.0,100.0,18336.75,18336.75,10584.6,10584.6,7752.15,7752.15,4.15,4.15,avg=4.15; max=4.15; positive_legs=1,26,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0565,MBY,QEY,1,AA0565MBYQEY,F16C0Y165,165,165,165,138,138,165.0,165.0,157.8,98.74,100.0,100.0,22509.4,22509.4,10584.6,10584.6,11924.8,11924.8,5.2,5.2,avg=5.20; max=5.20; positive_legs=1,31,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0566,QEY,MBY,1,AA0566QEYMBY,F0C0Y76,76,76,76,135,135,76.0,76.0,73.48,28.0,100.0,100.0,9134.85,9134.85,5377.5,5377.5,3757.35,3757.35,4.15,4.15,avg=4.15; max=4.15; positive_legs=1,19,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0568,QEY,MBY,1,AA0568QEYMBY,F16C0Y165,165,165,165,141,141,164.2,164.2,148.44,24.97,99.52,99.52,18786.65,18786.65,10814.7,10814.7,7971.95,7971.95,3.4725,3.4725,avg=3.47; max=3.47; positive_legs=1,33,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0569,MBY,QEY,1,AA0569MBYQEY,F16C0Y165,165,165,165,145,145,165.0,165.0,153.94,90.9,100.0,100.0,22180.92,22180.92,11121.5,11121.5,11059.42,11059.42,5.225,5.225,avg=5.22; max=5.22; positive_legs=1,41,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0573,TBO,QEY,1,AA0573TBOQEY,F16C0Y165,165,165,165,158,158,151.4,151.4,140.4,0.4,91.76,91.76,17558.42,17558.42,12118.6,12118.6,5439.82,5439.82,0.5,0.5,avg=0.50; max=0.50; positive_legs=1,26,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0574,QEY,TBO,1,AA0574QEYTBO,F0C0Y76,76,76,76,145,145,62.35,62.35,60.7,0.05,82.04,82.04,7556.15,7556.15,5775.83,5775.83,1780.32,1780.32,0.195,0.195,avg=0.20; max=0.20; positive_legs=1,11,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
AA0575,TBO,QEY,1,AA0575TBOQEY,F16C0Y165,165,165,165,152,152,164.2,164.2,154.18,23.98,99.52,99.52,22018.71,22018.71,11658.4,11658.4,10360.31,10360.31,4.48,4.48,avg=4.48; max=4.48; positive_legs=1,27,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0576,QEY,TBO,1,AA0576QEYTBO,F0C0Y76,76,76,76,150,150,76.0,76.0,68.45,14.6,100.0,100.0,9328.77,9328.77,5975.0,5975.0,3353.77,3353.77,4.465,4.465,avg=4.47; max=4.47; positive_legs=1,25,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0578,QEY,TBO,1,AA0578QEYTBO,F16C0Y165,165,165,165,146,146,163.9,163.9,160.93,26.38,99.33,99.33,20223.65,20223.65,11198.2,11198.2,9025.45,9025.45,3.9375,3.9375,avg=3.94; max=3.94; positive_legs=1,19,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0579,TBO,QEY,1,AA0579TBOQEY,F16C0Y165,165,165,165,149,149,157.5,157.5,141.32,2.63,95.45,95.45,19374.62,19374.62,11428.3,11428.3,7946.32,7946.32,0.9125,0.9125,avg=0.91; max=0.91; positive_legs=1,26,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0580,QEY,TOB,1,AA0580QEYTOB,F16C0Y165,165,165,165,146,146,160.95,160.95,152.34,6.69,97.55,97.55,18756.77,18756.77,11198.2,11198.2,7558.57,7558.57,1.78,1.78,avg=1.78; max=1.78; positive_legs=1,31,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0581,TOB,QEY,1,AA0581TOBQEY,F0C0Y76,76,76,76,163,163,76.0,76.0,64.03,27.5,100.0,100.0,8977.6,8977.6,6492.83,6492.83,2484.77,2484.77,4.185,4.185,avg=4.19; max=4.19; positive_legs=1,41,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0582,QEY,TOB,1,AA0582QEYTOB,F16C0Y165,165,165,165,148,148,148.15,148.15,142.13,1.02,89.79,89.79,19324.65,19324.65,11351.6,11351.6,7973.05,7973.05,0.6875,0.6875,avg=0.69; max=0.69; positive_legs=1,15,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
AA0583,TOB,QEY,1,AA0583TOBQEY,F16C0Y165,165,165,165,143,143,165.0,165.0,147.23,25.05,100.0,100.0,21266.87,21266.87,10968.1,10968.1,10298.77,10298.77,3.855,3.855,avg=3.85; max=3.85; positive_legs=1,42,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0584,QEY,TOB,1,AA0584QEYTOB,F0C0Y76,76,76,76,148,148,76.0,76.0,62.21,26.88,100.0,100.0,8696.33,8696.33,5895.33,5895.33,2800.99,2800.99,4.3,4.3,avg=4.30; max=4.30; positive_legs=1,32,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0585,TOB,QEY,1,AA0585TOBQEY,F0C0Y76,76,76,76,141,141,76.0,76.0,76.0,38.45,100.0,100.0,10408.65,10408.65,5616.5,5616.5,4792.15,4792.15,4.25,4.25,avg=4.25; max=4.25; positive_legs=1,9,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0587,TOB,QEY,1,AA0587TOBQEY,F16C0Y165,165,165,165,144,144,152.95,152.95,129.05,0.68,92.7,92.7,17698.55,17698.55,11044.8,11044.8,6653.75,6653.75,0.565,0.565,avg=0.57; max=0.57; positive_legs=1,36,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
