Leg,Parent_Task,Assigned_Fleet,Seat_Capacity,Expected_Passengers,Expected_Load(%),P5_Load(%),P95_Load(%),Bottleneck_Freq(%)
BA2359HFHQEY,BA2359,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA0579TBOQEY,AA0579,F16C0Y165,165,157.5,95.45,85.33,100.0,25.0
AA0400QEYTKD,AA0400,F16C0Y165,165,164.45,99.67,98.58,100.0,90.0
AA0362TFBTNG,AA0362,F16C0Y165,165,146.0,88.48,80.55,97.67,0.0
BA2040FVHQEY,BA2040,F0C0Y76,76,63.2,83.16,68.03,94.8,0.0
BA2101QTDTFB,BA2101,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA0075TFBKOV,AA0075,F16C0Y165,165,148.9,90.24,80.58,100.0,15.0
AA0529CVSTFB,AA0529,F16C0Y165,165,147.85,89.61,80.58,100.0,15.0
AA0055CSXBOD,super_AA0055,F12C12Y48,48,40.05,83.44,68.23,100.0,15.0
AA0505TOBTFB,AA0505,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
AA0053BODTDD,AA0053,F0C0Y76,76,54.8,72.11,59.21,86.91,0.0
AA0712ZWSMBY,AA0712,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA0041BODCFU,AA0041,F0C0Y76,76,61.5,80.92,70.66,91.25,5.0
BA2645QEYTNG,BA2645,F0C0Y76,76,67.7,89.08,72.3,100.0,10.0
BA2532GBUQEY,BA2532,F0C0Y76,76,70.5,92.76,74.61,100.0,50.0
AA0879PBLMJI,AA0879,F16C0Y165,165,156.7,94.97,73.0,100.0,60.0
AA0659QIYQEY,AA0659,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
BA2452NGSTFB,BA2452,F12C12Y48,48,47.6,99.17,95.52,100.0,85.0
AA0862PHHQEY,AA0862,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
AA3454QEYCVS,AA3454,F0C0Y76,76,75.65,99.54,97.17,100.0,90.0
BA2208TFBZLN,BA2208,F0C0Y76,76,67.15,88.36,69.34,100.0,20.0
BA2377QEYTKD,BA2377,F0C0Y76,76,62.9,82.76,66.91,100.0,10.0
AA0151BODPUA,super_AA0151,F12C12Y48,48,47.85,99.69,99.69,100.0,95.0
BA2593QEYCPJ,BA2593,F12C12Y48,48,45.55,94.9,80.83,100.0,60.0
AA0081TFBBOD,AA0081,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA0660TFBEGX,AA0660,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
AA0647MBTCMJ,AA0647,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
AA0015CPTTFB,AA0015,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
AA0061DEWBOD,super_AA0061,F12C12Y48,48,24.6,51.25,33.33,67.08,0.0
AA0035CPTQEY,AA0035,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA0871IOMBOD,AA0871,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
AA0852IOMTFB,AA0852,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
BA2644QEYFVH,super_BA2644,F0C0Y76,76,66.9,88.03,67.04,98.75,5.0
BA2102TFBQTD,BA2102,F0C0Y76,76,42.15,55.46,43.03,72.37,0.0
AA0325TKDTFB,AA0325,F16C0Y165,165,158.8,96.24,82.79,100.0,60.0
BA2218MXTTFB,super_BA2218,F0C0Y76,76,31.15,40.99,29.93,48.82,0.0
BA2172QEYTFB,BA2172,F16C0Y165,165,163.2,98.91,93.85,100.0,80.0
AA0854MJITFB,AA0854,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
BA2636PBLQEY,BA2636,F12C12Y48,48,48.0,100.0,100.0,100.0,100.0
BA2610PBLQEY,BA2610,F0C0Y76,76,62.25,81.91,73.09,92.17,0.0
AA0634QEYQIY,AA0634,F16C0Y165,165,115.55,70.03,59.3,82.55,0.0
AA0536TFBPOU,AA0536,F0C0Y76,76,74.15,97.57,84.21,100.0,80.0
BA2110TFBQTD,BA2110,F0C0Y76,76,68.15,89.67,76.05,100.0,25.0
BA2534GBUTFB,BA2534,F0C0Y76,76,62.1,81.71,69.74,96.25,5.0
BA2019QEYSEN,BA2019,F0C0Y76,76,70.25,92.43,78.95,100.0,30.0
BA2011TFBNGS,BA2011,F0C0Y76,76,75.3,99.08,97.89,100.0,90.0
BA2049HFHQEY,BA2049,F0C0Y76,76,75.7,99.61,99.61,100.0,95.0
AA0491TBOTFB,AA0491,F16C0Y165,165,157.6,95.52,86.33,100.0,50.0
AA0628CMJMBT,AA0628,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
AA0183BODGBJ,AA0183,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
BA2281TFBFVH,BA2281,F0C0Y76,76,72.4,95.26,85.26,100.0,45.0
AA0894LPBTKD,AA0894,F16C0Y165,165,164.55,99.73,99.73,100.0,95.0
BA2490TFBCMJ,BA2490,F16C0Y165,165,115.7,70.12,60.88,82.7,0.0
AA3299EVUBOD,AA3299,F12C12Y48,48,42.85,89.27,76.77,100.0,35.0
AA0092BODTFB,AA0092,F16C0Y165,165,109.05,66.09,57.27,73.39,0.0
BA2227ZWSTFB,BA2227,F0C0Y72,72,49.75,69.1,56.39,86.25,0.0
BA2387ZZKTFB,BA2387,F0C0Y76,76,27.7,36.45,26.12,50.33,0.0
AA0181BODGBJ,AA0181,F0C0Y76,76,75.9,99.87,99.87,100.0,95.0
BA2580TFBZFH,BA2580,F0C0Y76,76,75.15,98.88,94.54,100.0,75.0
AA0812PHHTKD,AA0812,F16C0Y165,165,157.3,95.33,82.7,100.0,50.0
AA0488TFBTBO,AA0488,F16C0Y165,165,142.55,86.39,73.3,98.27,5.0
AA0132BODQEY,AA0132,F16C0Y165,165,86.3,52.3,42.91,58.21,0.0
AA0016TFBNJB,AA0016,F16C0Y165,165,153.5,93.03,78.18,100.0,25.0
AA0098BODTFB,AA0098,F0C0Y76,76,55.95,73.62,64.34,92.17,0.0
BA2069FBUTFB,BA2069,F12C12Y48,48,32.2,67.08,43.65,85.73,0.0
BA2633QEYTNG,BA2633,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
BA2285GDBTFB,BA2285,F0C0Y76,76,59.9,78.82,68.29,90.86,0.0
AA0450TFBMBY,AA0450,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
BA2391CPJTFB,BA2391,F16C0Y165,165,164.15,99.48,98.94,100.0,90.0
BA2584TFBZFH,BA2584,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA0476TFBMBY,AA0476,F16C0Y165,165,146.05,88.52,77.94,100.0,15.0
AA0123TFBGBJ,AA0123,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
AA0668TFBBVT,AA0668,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
AA0062TJULUO,super_AA0062,F0C0Y76,76,3.3,4.34,1.25,7.89,0.0
BA2478MBTTUT,super_BA2478,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA0108BODTFB,AA0108,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
BA2174QEYTFB,BA2174,F12C12Y48,48,47.55,99.06,97.19,100.0,90.0
AA0870BODIOM,AA0870,F16C0Y165,165,158.3,95.94,76.79,100.0,70.0
AA0061TFBKOV,super_AA0061,F12C12Y48,48,47.65,99.27,99.27,100.0,95.0
AA0020TFBPSE,AA0020,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
AA0008TFBFXS,AA0008,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
BA2175TFBQEY,BA2175,F16C0Y165,165,78.4,47.52,39.88,57.03,0.0
AA0699HFHTFB,AA0699,F16C0Y165,165,142.55,86.39,75.7,100.0,10.0
BA2576TNGQEY,BA2576,F0C0Y76,76,74.2,97.63,91.38,100.0,70.0
BA2297TFBSEN,BA2297,F0C0Y76,76,52.05,68.49,52.63,85.99,0.0
BA2214TFBQVX,super_BA2214,F0C0Y76,76,46.5,61.18,47.24,72.5,0.0
AA0326TFBTKD,AA0326,F16C0Y165,165,134.8,81.7,69.06,95.79,0.0
BA2116TFBZZD,BA2116,F0C0Y76,76,69.8,91.84,74.67,100.0,40.0
BA2632TNGQEY,BA2632,F0C0Y76,76,64.1,84.34,74.67,98.68,0.0
BA2321IMOHUG,super_BA2321,F12C12Y48,48,0.0,0.0,0.0,0.0,0.0
AA0182GBJBOD,AA0182,F0C0Y76,76,75.45,99.28,94.61,100.0,85.0
BA2617QEYTKD,BA2617,F0C0Y76,76,63.0,82.89,72.24,92.5,5.0
BA2158TFBFBU,BA2158,F12C12Y48,48,21.65,45.1,31.15,58.44,0.0
AA0065LUOXSH,super_AA0065,F0C0Y76,76,7.85,10.33,1.32,19.74,0.0
BA2538CPJQEY,BA2538,F12C12Y48,48,33.35,69.48,54.06,83.85,0.0
AA0248MBYHEM,AA0248,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
AA0612TFBMBT,AA0612,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
BA2278SENTFB,BA2278,F12C12Y48,48,34.95,72.81,53.96,98.02,5.0
BA2214QVXMXT,super_BA2214,F0C0Y76,76,0.0,0.0,0.0,0.0,0.0
BA2403CPJTKD,super_BA2403,F0C0Y76,76,75.0,98.68,90.72,100.0,80.0
BA2450QEYZWS,BA2450,F0C0Y76,76,72.15,94.93,85.33,100.0,35.0
AA3453CVSQEY,AA3453,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA0685EFOTFB,AA0685,F16C0Y165,165,164.5,99.7,99.7,100.0,95.0
AA0686QEYPSE,AA0686,F16C0Y165,165,164.75,99.85,99.85,100.0,95.0
BA2111QTDTFB,BA2111,F0C0Y76,76,20.85,27.43,22.11,34.34,0.0
AA0837TKDIOM,AA0837,F16C0Y165,165,161.8,98.06,88.7,100.0,80.0
AA0064XSHLUO,super_AA0064,F0C0Y76,76,2.85,3.75,1.25,6.58,0.0
AA0048BERBOD,AA0048,F12C12Y48,48,38.45,80.1,62.19,100.0,10.0
AA0134BODQEY,AA0134,F0C0Y76,76,57.0,75.0,66.91,88.16,0.0
BA2325QEYSEN,BA2325,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA0153BODPUA,super_AA0153,F12C12Y48,48,28.3,58.96,49.9,68.75,0.0
AA0117TFBBOD,AA0117,F0C0Y76,76,75.75,99.67,99.67,100.0,95.0
BA2298FVHTFB,BA2298,F0C0Y76,76,45.1,59.34,47.11,72.43,0.0
AA0066DEWZBL,super_AA0066,F12C12Y48,48,0.45,0.94,0.0,4.17,0.0
AA0672TFBEFO,AA0672,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
AA0670TFBEGX,AA0670,F16C0Y165,165,156.45,94.82,86.64,100.0,25.0
AA0029PSETFB,AA0029,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
AA0635QIYTFB,AA0635,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
AA0622QEYMBT,AA0622,F16C0Y165,165,163.75,99.24,93.3,100.0,85.0
BA2363CPJTFB,BA2363,F0C0Y76,76,53.35,70.2,49.93,85.53,0.0
AA3465POUQEY,AA3465,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA0583TOBQEY,AA0583,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
BA2448SOPTFB,BA2448,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA0313TGPTFB,AA0313,F16C0Y165,165,164.05,99.42,95.06,100.0,90.0
AA0821TFBTNG,super_AA0821,F16C0Y165,165,153.85,93.24,83.94,100.0,30.0
AA0242MBYHEM,AA0242,F16C0Y165,165,164.7,99.82,98.73,100.0,90.0
AA3490TFBGBU,AA3490,F0C0Y76,76,50.05,65.86,56.18,80.46,0.0
AA0403TKDQEY,AA0403,F16C0Y165,165,106.35,64.45,55.85,74.39,0.0
BA2114TFBZZD,BA2114,F12C12Y48,48,48.0,100.0,100.0,100.0,100.0
AA0820TNGTFB,super_AA0820,F16C0Y165,165,113.9,69.03,59.18,81.24,0.0
AA0623MBTQEY,AA0623,F16C0Y165,165,163.75,99.24,98.73,100.0,85.0
BA2324HUGIMO,super_BA2324,F12C12Y48,48,0.0,0.0,0.0,0.0,0.0
AA0575TBOQEY,AA0575,F16C0Y165,165,164.2,99.52,99.52,100.0,95.0
BA2162QEYTFB,BA2162,F12C12Y48,48,38.75,80.73,62.29,100.0,10.0
BA2248TFBHFH,BA2248,F0C0Y76,76,71.2,93.68,82.43,100.0,35.0
BA2392TFBHFH,BA2392,F0C0Y76,76,64.9,85.39,66.84,100.0,15.0
AA0135QEYBOD,AA0135,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA0638TFBQIY,AA0638,F16C0Y165,165,163.05,98.82,94.33,100.0,75.0
BA2269CPJTFB,BA2269,F16C0Y165,165,145.3,88.06,78.36,100.0,10.0
AA0324TFBTKD,AA0324,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
AA0255TKEMBY,AA0255,F16C0Y165,165,164.6,99.76,99.76,100.0,95.0
AA0664TFBEGX,AA0664,F0C0Y76,76,74.8,98.42,88.09,100.0,80.0
AA0006MBYEDB,AA0006,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
BA2506TFBHFH,BA2506,F0C0Y76,76,63.05,82.96,69.61,97.5,5.0
AA0126GBJTFB,AA0126,F16C0Y165,165,91.05,55.18,44.03,67.45,0.0
BA2220TFBQVX,BA2220,F0C0Y76,76,43.85,57.7,49.93,68.49,0.0
AA3478QEYMHC,AA3478,F0C0Y76,76,74.8,98.42,94.28,100.0,65.0
BA2475TFBTUT,super_BA2475,F0C0Y76,76,73.95,97.3,85.33,100.0,65.0
BA2420MBYNGS,BA2420,F0C0Y76,76,75.85,99.8,99.8,100.0,95.0
AA0184GBJBOD,AA0184,F0C0Y76,76,57.75,75.99,66.84,81.64,0.0
BA2492TFBCMJ,BA2492,F0C0Y76,76,74.65,98.22,91.18,100.0,85.0
AA2702IOMCMJ,AA2702,F16C0Y165,165,146.0,88.48,78.12,100.0,15.0
BA2542TFBZFH,BA2542,F0C0Y76,76,71.05,93.49,75.0,100.0,45.0
AA0504TFBTOB,AA0504,F16C0Y165,165,163.15,98.88,93.88,100.0,70.0
AA0603MBTTFB,AA0603,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
AA0609MBTTFB,AA0609,F16C0Y165,165,162.8,98.67,91.73,100.0,80.0
BA2294SENTFB,BA2294,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA0349PBLTFB,AA0349,F0C0Y76,76,75.05,98.75,91.97,100.0,85.0
AA3488QEYCVS,AA3488,F0C0Y76,76,71.0,93.42,75.92,100.0,50.0
BA2241HFHTFB,BA2241,F0C0Y76,76,74.75,98.36,93.42,100.0,65.0
AA0611MBTTFB,AA0611,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
BA2203ZLNTFB,BA2203,F0C0Y76,76,74.0,97.37,89.41,100.0,70.0
BA2670TFBZMX,BA2670,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA0125TFBGBJ,AA0125,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA0094BODTFB,AA0094,F16C0Y165,165,81.35,49.3,41.18,55.18,0.0
AA3479MHCQEY,AA3479,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA0067TFBLUO,super_AA0067,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA0633QIYTFB,AA0633,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
AA0573TBOQEY,AA0573,F16C0Y165,165,151.4,91.76,80.61,100.0,15.0
BA2488TFBCMJ,BA2488,F16C0Y165,165,138.9,84.18,75.94,93.09,5.0
AA0495TBOTFB,AA0495,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
BA2246QEYTFB,BA2246,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
BA2444TFBHFH,BA2444,F0C0Y76,76,66.2,87.11,74.87,100.0,15.0
AA0064BODKOV,super_AA0064,F0C0Y76,76,74.85,98.49,93.03,100.0,75.0
AA0385TGPQEY,AA0385,F0C0Y76,76,75.6,99.47,99.47,100.0,95.0
AA0530TFBPOU,AA0530,F16C0Y165,165,158.05,95.79,78.64,100.0,60.0
BA2533QEYGBU,BA2533,F0C0Y76,76,62.65,82.43,66.78,93.42,0.0
BA2462TFBCAO,BA2462,F12C12Y48,48,45.5,94.79,76.98,100.0,60.0
AA0539POUTFB,AA0539,F16C0Y165,165,157.25,95.3,85.94,100.0,35.0
AA0243HEMMBY,AA0243,F16C0Y165,165,162.5,98.48,89.06,100.0,80.0
AA0850PHHPBL,AA0850,F16C0Y165,165,153.15,92.82,82.3,100.0,35.0
BA2216TFBQVX,BA2216,F12C12Y48,48,27.3,56.87,39.48,71.04,0.0
AA0493TBOTFB,AA0493,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA0858PHHTFB,AA0858,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
BA2370TKDQEY,BA2370,F0C0Y76,76,69.5,91.45,79.87,100.0,20.0
AA0062GBJBOD,super_AA0062,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA0120BODTFB,AA0120,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
AA0307TGPTFB,super_AA0307,F16C0Y165,165,146.4,88.73,76.33,100.0,15.0
AA0673EFOTFB,AA0673,F16C0Y165,165,163.1,98.85,91.27,100.0,80.0
BA2289GDBTFB,BA2289,F0C0Y76,76,65.3,85.92,70.66,100.0,15.0
BA2061TFBQEY,BA2061,F0C0Y76,76,72.6,95.53,81.58,100.0,55.0
BA2489CMJTFB,BA2489,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA0103TFBBOD,AA0103,F16C0Y165,165,157.9,95.7,87.7,100.0,40.0
BA2399CPJTFB,BA2399,F12C12Y48,48,25.2,52.5,35.1,77.5,0.0
BA2514CPJQEY,BA2514,F12C12Y48,48,40.7,84.79,64.58,98.02,5.0
AA0861QEYPHH,AA0861,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
AA0152PNFPUA,super_AA0152,F0C0Y76,76,2.25,2.96,0.0,6.78,0.0
AA0587TOBQEY,AA0587,F16C0Y165,165,152.95,92.7,84.15,100.0,20.0
AA0574QEYTBO,AA0574,F0C0Y76,76,62.35,82.04,69.74,100.0,10.0
BA2199NNIMBY,BA2199,F0C0Y76,76,48.7,64.08,53.68,73.36,0.0
AA0743BUMTFB,AA0743,F16C0Y165,165,164.05,99.42,99.42,100.0,95.0
BA2429ZMXTFB,BA2429,F0C0Y76,76,74.65,98.22,91.97,100.0,65.0
BA2267ZWSTFB,BA2267,F12C12Y48,48,40.55,84.48,66.35,100.0,10.0
BA2401CJMTFB,BA2401,F0C0Y76,76,75.15,98.88,93.09,100.0,85.0
BA2442SOPTFB,BA2442,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
BA2546TKDQEY,BA2546,F0C0Y76,76,73.55,96.78,81.18,100.0,75.0
AA0518TFBTOB,AA0518,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
BA2435ZWSQEY,BA2435,F0C0Y76,76,68.2,89.74,79.93,100.0,30.0
AA0153PNFBOD,super_AA0153,F12C12Y48,48,24.7,51.46,36.67,66.77,0.0
BA2473TFBQEY,super_BA2473,F0C0Y76,76,50.9,66.97,56.45,83.22,0.0
BA2299TFBFVH,BA2299,F16C0Y165,165,84.95,51.48,42.91,57.82,0.0
AA0064QTHXSH,super_AA0064,F0C0Y76,76,0.35,0.46,0.0,2.63,0.0
AA0562QEYMBY,AA0562,F16C0Y165,165,163.15,98.88,98.88,100.0,95.0
AA0503TOBTFB,AA0503,F16C0Y165,165,164.25,99.55,96.3,100.0,85.0
AA0462TFBMBY,AA0462,F0C0Y76,76,73.8,97.11,90.59,100.0,45.0
AA0344TFBPBL,AA0344,F16C0Y165,165,120.8,73.21,59.21,85.09,0.0
AA0065TFBLUO,super_AA0065,F0C0Y76,76,58.2,76.58,62.96,92.43,0.0
AA0067KOVBOD,super_AA0067,F0C0Y76,76,72.85,95.86,87.5,100.0,55.0
AA0318TFBTGP,AA0318,F16C0Y165,165,151.85,92.03,82.06,100.0,35.0
BA2243ZWSTFB,BA2243,F0C0Y76,76,30.3,39.87,30.2,51.32,0.0
AA0064KOVQTH,super_AA0064,F0C0Y76,76,36.65,48.22,30.07,60.66,0.0
BA2327HFHTFB,BA2327,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA0300TFBTGP,AA0300,F16C0Y165,165,107.5,65.15,56.76,76.36,0.0
BA2202TFBZLN,BA2202,F0C0Y72,72,23.45,32.57,24.72,47.22,0.0
AA0328TFBTKD,AA0328,F16C0Y165,165,161.55,97.91,88.7,100.0,75.0
AA0099TFBBOD,AA0099,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
AA0641UVTTFB,AA0641,F16C0Y165,165,157.0,95.15,78.7,100.0,55.0
AA0878PHHTFB,AA0878,F16C0Y165,165,163.2,98.91,93.94,100.0,80.0
AA0227TKDTFB,super_AA0227,F16C0Y165,165,146.65,88.88,75.0,100.0,20.0
AA0023PSETFB,AA0023,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
BA2167TKDQTQ,super_BA2167,F16C0Y165,165,28.5,17.27,12.7,21.91,0.0
AA0502TFBTOB,AA0502,F16C0Y165,165,154.1,93.39,85.91,100.0,20.0
BA2068QEYTFB,BA2068,F0C0Y76,76,75.65,99.54,95.99,100.0,90.0
BA2098NGSQEY,BA2098,F0C0Y76,76,73.65,96.91,85.26,100.0,65.0
AA0106BODTFB,AA0106,F16C0Y165,165,44.05,26.7,19.33,33.36,0.0
AA0001EDBTFB,AA0001,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
AA0084BODTFB,AA0084,F16C0Y165,165,91.75,55.61,47.24,63.06,0.0
BA2509HFHTFB,BA2509,F0C0Y76,76,75.9,99.87,99.87,100.0,95.0
AA0302TFBTGP,super_AA0302,F16C0Y165,165,155.25,94.09,78.79,100.0,40.0
BA2170QEYTFB,BA2170,F0C0Y76,76,72.9,95.92,83.88,100.0,65.0
AA0039NTQTFB,AA0039,F16C0Y165,165,164.9,99.94,99.94,100.0,95.0
AA0079TFBKOV,AA0079,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA0017NJBTFB,AA0017,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
AA0851TFBIOM,AA0851,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
BA2042QEYTFB,BA2042,F0C0Y76,76,56.0,73.68,59.08,87.5,5.0
BA2255TFBSOP,BA2255,F0C0Y76,76,58.95,77.57,64.28,92.5,5.0
AA0051GBJCSX,super_AA0051,F12C12Y48,48,21.1,43.96,29.17,60.83,0.0
AA0067LUOTJU,super_AA0067,F0C0Y76,76,11.65,15.33,9.14,22.63,0.0
AA0357PBLTFB,AA0357,F16C0Y165,165,162.35,98.39,93.82,100.0,70.0
AA0151PNFBOD,super_AA0151,F12C12Y48,48,18.6,38.75,26.98,50.21,0.0
AA0055TDDCSX,super_AA0055,F12C12Y48,48,1.1,2.29,0.0,6.25,0.0
AA0143QEYBOD,AA0143,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA0698TFBHFH,AA0698,F16C0Y165,165,83.45,50.58,42.88,56.61,0.0
AA0003EDBTFB,AA0003,F16C0Y165,165,152.4,92.36,82.7,100.0,20.0
BA2350QEYHFH,BA2350,F0C0Y76,76,70.0,92.11,77.57,100.0,25.0
BA2642QEYTFB,BA2642,F0C0Y76,76,69.95,92.04,80.07,100.0,35.0
AA0076KOVTFB,AA0076,F0C0Y76,76,65.6,86.32,71.71,100.0,15.0
AA0755TUMTFB,AA0755,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
BA2349NTPTFB,BA2349,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
BA2368TFBCPJ,BA2368,F0C0Y76,76,66.1,86.97,73.22,100.0,15.0
AA0605MBTTFB,AA0605,F16C0Y165,165,164.35,99.61,96.88,100.0,90.0
BA2196MBYNNI,BA2196,F0C0Y76,76,38.9,51.18,39.21,63.75,0.0
AA0061ZBLDEW,super_AA0061,F12C12Y48,48,0.0,0.0,0.0,0.0,0.0
AA0578QEYTBO,AA0578,F16C0Y165,165,163.9,99.33,95.09,100.0,85.0
AA0040BERBOD,AA0040,F12C12Y48,48,36.65,76.35,55.94,91.88,0.0
AA0124GBJTFB,AA0124,F16C0Y165,165,87.9,53.27,44.73,64.94,0.0
BA2043TFBQEY,BA2043,F16C0Y165,165,94.45,57.24,45.36,68.06,0.0
AA0508TFBTOB,AA0508,F16C0Y165,165,159.8,96.85,84.61,100.0,60.0
BA2039TFBQEY,BA2039,F0C0Y76,76,63.0,82.89,69.08,100.0,15.0
AA0244MBYNFY,super_AA0244,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
AA0531POUTFB,AA0531,F16C0Y165,165,164.4,99.64,98.0,100.0,90.0
AA0560QEYMBY,AA0560,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
AA0608TFBMBT,AA0608,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
BA2071TKDMBY,BA2071,F0C0Y76,76,71.2,93.68,83.75,100.0,45.0
BA2393HFHTFB,BA2393,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA0114BODTFB,AA0114,F0C0Y76,76,65.95,86.78,73.36,100.0,10.0
AA0043BODCFU,AA0043,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA0483TBOTFB,AA0483,F16C0Y165,165,155.5,94.24,82.58,100.0,40.0
AA0453MBYTFB,AA0453,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
AA0607MBTTFB,AA0607,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA0649MBTCMJ,AA0649,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
AA0642TFBQIY,AA0642,F0C0Y76,76,71.8,94.47,76.32,100.0,50.0
BA2403TKDMBY,super_BA2403,F0C0Y76,76,74.25,97.7,90.46,100.0,70.0
AA0632TFBQIY,AA0632,F16C0Y165,165,164.65,99.79,99.79,100.0,95.0
AA0005EDBMBY,AA0005,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
AA0454TFBMBY,AA0454,F16C0Y165,165,155.65,94.33,80.36,100.0,35.0
AA0021PSETFB,AA0021,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
BA2609QEYPBL,super_BA2609,F0C0Y76,76,64.35,84.67,66.97,100.0,15.0
AA0305TGPTFB,AA0305,F16C0Y165,165,162.4,98.42,91.88,100.0,80.0
BA2086TFBBMX,BA2086,F0C0Y76,76,61.45,80.86,66.78,96.05,0.0
BA2638PBLTFB,BA2638,F0C0Y76,76,76.0,100.0,100.0,100.0,100.0
AA0457MBYTFB,AA0457,F16C0Y165,165,165.0,100.0,100.0,100.0,100.0
AA0838IOMTKD,AA0838,F16C0Y165,165,164.85,99.91,99.91,100.0,95.0
AA0316TFBTGP,AA0316,F16C0Y165,165,122.15,74.03,61.06,89.15,0.0
BA2093QEYNGS,BA2093,F16C0Y165,165,118.2,71.64,62.27,85.03,0.0
AA0052CSXGBJ,super_AA0052,F12C12Y48,48,17.95,37.4,29.17,50.1,0.0
AA0690TFBHFH,AA0690,F0C0Y76,76,74.05,97.43,85.33,100.0,65.0
BA2115ZZDTFB,BA2115,F12C12Y48,48,39.8,82.92,68.65,100.0,10.0
AA0317TGPTFB,super_AA0317,F16C0Y165,165,156.0,94.55,81.67,100.0,50.0
BA2222SENTFB,BA2222,F0C0Y76,76,75.05,98.75,94.41,100.0,80.0
