Leg,Parent_Task,Assigned_Fleet,Load_Factor(%),Bottleneck_Freq(%),Shadow_Price,Revenue_Contribution,Product_Count,Value_Score,Recommendation_Tag,Recommendation_Reason
AA0256MBYNFY,AA0256,F16C0Y165,98.12,80.0,5.36,25286.05,9,26170.45,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0220TGPQWS,super_AA0220,F0C0Y76,99.47,90.0,5.33,10664.92,13,11070.0,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0647MBTCMJ,AA0647,F16C0Y165,100.0,100.0,5.2875,21675.0,13,22547.44,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2442SOPTFB,BA2442,F0C0Y76,100.0,100.0,5.2675,10727.67,41,11128.0,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2459CAOTFB,BA2459,F12C12Y48,100.0,100.0,5.25,7616.95,32,7868.95,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2250SOPTFB,BA2250,F0C0Y76,100.0,100.0,5.24,10927.55,38,11325.79,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0611MBTTFB,AA0611,F16C0Y165,100.0,100.0,5.235,24469.7,69,25333.48,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0249HEMMBY,AA0249,F16C0Y165,100.0,100.0,5.225,24091.53,13,24953.65,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0569MBYQEY,AA0569,F16C0Y165,100.0,100.0,5.225,22180.92,41,23043.05,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0615MBTTFB,AA0615,F16C0Y165,100.0,100.0,5.2075,23488.67,58,24347.91,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0565MBYQEY,AA0565,F16C0Y165,100.0,100.0,5.2,22509.4,31,23367.4,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0679EFOTFB,AA0679,F16C0Y165,100.0,100.0,5.195,22930.5,63,23787.68,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA3491GBUTFB,AA3491,F0C0Y76,99.67,90.0,5.18,11873.12,36,12266.81,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2092QEYTFB,super_BA2092,F0C0Y76,100.0,100.0,5.1725,9344.7,192,9737.81,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0181BODGBJ,AA0181,F0C0Y76,99.87,95.0,5.155,11470.5,9,11862.28,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0212MBYNAU,AA0212,F16C0Y165,99.3,95.0,5.1525,22307.15,6,23157.31,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0632TFBQIY,AA0632,F16C0Y165,99.79,95.0,5.15,24293.48,31,25143.23,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0606TFBMBT,AA0606,F16C0Y165,100.0,100.0,5.15,18590.93,36,19440.68,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2614TGPQEY,BA2614,F0C0Y76,100.0,100.0,5.13,10720.33,31,11110.2,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2670TFBZMX,BA2670,F0C0Y76,100.0,100.0,5.125,11134.0,42,11523.5,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0608TFBMBT,AA0608,F16C0Y165,100.0,100.0,5.1125,21351.25,77,22194.81,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0619MBTTFB,AA0619,F16C0Y165,99.91,95.0,5.0925,23532.57,48,24372.83,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0605MBTTFB,AA0605,F16C0Y165,99.61,90.0,5.0825,25227.32,49,26065.94,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0759NDJTFB,AA0759,F16C0Y165,100.0,100.0,5.0725,28634.33,26,29471.29,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0368TFBTNG,AA0368,F16C0Y165,100.0,100.0,5.0625,23875.7,49,24711.01,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0668TFBBVT,AA0668,F16C0Y165,100.0,100.0,5.05,27513.85,17,28347.1,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0248MBYHEM,AA0248,F16C0Y165,100.0,100.0,5.05,21973.23,24,22806.48,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0533POUTFB,AA0533,F16C0Y165,100.0,100.0,5.035,22976.42,60,23807.2,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0457MBYTFB,AA0457,F16C0Y165,100.0,100.0,5.0325,21745.95,59,22576.31,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0879PBLMJI,AA0879,F16C0Y165,94.97,60.0,4.99,28374.25,8,29197.6,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0037NTQTFB,AA0037,F16C0Y165,99.67,95.0,4.975,25916.6,40,26737.48,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2259TFBSOP,BA2259,F0C0Y76,100.0,100.0,4.9675,9596.6,38,9974.13,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA3465POUQEY,AA3465,F0C0Y76,100.0,100.0,4.945,10677.5,31,11053.32,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0520TFBCVS,AA0520,F0C0Y76,100.0,100.0,4.92,10183.45,37,10557.37,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0101TFBBOD,AA0101,F16C0Y165,98.55,80.0,4.9175,30009.96,191,30821.35,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0191BODGBJ,AA0191,F0C0Y76,100.0,100.0,4.9175,11726.9,60,12100.63,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2474TUTTFB,super_BA2474,F0C0Y76,100.0,100.0,4.915,12028.3,16,12401.84,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0039NTQTFB,AA0039,F16C0Y165,99.94,95.0,4.8925,25110.33,22,25917.59,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2448SOPTFB,BA2448,F0C0Y76,100.0,100.0,4.8875,10043.12,22,10414.58,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0685EFOTFB,AA0685,F16C0Y165,99.7,95.0,4.855,23615.81,66,24416.88,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2118TFBZZD,BA2118,F0C0Y76,100.0,100.0,4.8425,10625.74,83,10993.77,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2634TGPQEY,BA2634,F0C0Y76,100.0,100.0,4.8375,9782.68,21,10150.33,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0664TFBEGX,AA0664,F0C0Y76,98.42,80.0,4.8225,12797.2,35,13163.71,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0372TFBTNG,AA0372,F0C0Y76,99.34,95.0,4.78,10757.83,36,11121.11,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA3473MHCTFB,AA3473,F0C0Y76,100.0,100.0,4.7525,10592.67,18,10953.86,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0494TFBTBO,AA0494,F0C0Y76,100.0,100.0,4.73,10538.0,35,10897.48,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0373TNGTFB,AA0373,F16C0Y165,100.0,100.0,4.725,21031.28,82,21810.91,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0365TNGTFB,AA0365,F16C0Y165,99.91,95.0,4.72,23634.98,65,24413.78,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0465MBYTFB,AA0465,F16C0Y165,100.0,100.0,4.72,22618.38,68,23397.18,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA3455CVSQEY,AA3455,F0C0Y76,100.0,100.0,4.71,10154.98,27,10512.94,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0059TFBKOV,AA0059,F0C0Y76,98.36,65.0,4.665,16234.23,15,16588.76,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0495TBOTFB,AA0495,F16C0Y165,100.0,100.0,4.625,22090.36,57,22853.48,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0612TFBMBT,AA0612,F16C0Y165,100.0,100.0,4.5975,19042.61,42,19801.2,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2420MBYNGS,BA2420,F0C0Y76,99.8,95.0,4.58,9491.65,10,9839.73,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2215QVXTFB,super_BA2215,F0C0Y76,100.0,100.0,4.55,8884.52,36,9230.32,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0242MBYHEM,AA0242,F16C0Y165,99.82,90.0,4.545,22144.25,8,22894.17,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0609MBTTFB,AA0609,F16C0Y165,98.67,80.0,4.5125,23649.58,17,24394.14,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0812PHHTKD,AA0812,F16C0Y165,95.33,50.0,4.505,33056.25,9,33799.57,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0469MBYTFB,AA0469,F16C0Y165,100.0,100.0,4.4875,22641.15,59,23381.59,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0575TBOQEY,AA0575,F16C0Y165,99.52,95.0,4.48,22018.71,27,22757.91,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0254MBYQWS,AA0254,F16C0Y165,99.33,95.0,4.4775,22750.63,23,23489.41,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0069TFBLUO,super_AA0069,F12C12Y48,98.02,70.0,4.4725,9200.77,28,9415.45,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0576QEYTBO,AA0576,F0C0Y76,100.0,100.0,4.465,9328.77,25,9668.11,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0511TOBTFB,AA0511,F16C0Y165,100.0,100.0,4.45,20880.15,56,21614.4,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0505TOBTFB,AA0505,F16C0Y165,100.0,100.0,4.45,19081.7,12,19815.95,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0317QTQTGP,super_AA0317,F16C0Y165,100.0,100.0,4.45,18762.55,18,19496.8,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0458TFBMBY,AA0458,F16C0Y165,100.0,100.0,4.435,21195.4,67,21927.18,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0512TFBTOB,AA0512,F16C0Y165,100.0,100.0,4.4325,19514.07,45,20245.44,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0625MBTQEY,AA0625,F16C0Y165,100.0,100.0,4.415,19949.46,49,20677.93,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0471MBYTFB,AA0471,F16C0Y165,100.0,100.0,4.4,21161.68,69,21887.68,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0461MBYTFB,AA0461,F16C0Y165,100.0,100.0,4.395,22865.58,84,23590.75,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2284TFBGDB,BA2284,F0C0Y76,99.8,95.0,4.3875,9791.83,48,10125.28,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0518TFBTOB,AA0518,F0C0Y76,100.0,100.0,4.385,10059.52,18,10392.78,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2114TFBZZD,BA2114,F12C12Y48,100.0,100.0,4.365,7729.47,46,7938.99,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0312TFBTGP,super_AA0312,F0C0Y76,100.0,100.0,4.35,10250.3,20,10580.9,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2604MBQMBY,BA2604,F0C0Y76,98.62,85.0,4.3125,11201.87,17,11529.62,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0584QEYTOB,AA0584,F0C0Y76,100.0,100.0,4.3,8696.33,32,9023.13,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2403CPJTKD,super_BA2403,F0C0Y76,98.68,80.0,4.28,11511.88,18,11837.16,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0324TFBTKD,AA0324,F16C0Y165,100.0,100.0,4.2725,22867.05,42,23572.01,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0628CMJMBT,AA0628,F16C0Y165,100.0,100.0,4.25,15280.55,5,15981.8,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0585TOBQEY,AA0585,F0C0Y76,100.0,100.0,4.25,10408.65,9,10731.65,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0062GBJBOD,super_AA0062,F0C0Y76,100.0,100.0,4.25,9271.67,18,9594.67,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0707MBYZWS,AA0707,F0C0Y76,98.75,90.0,4.2425,10597.77,21,10920.2,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2460TFBCAO,BA2460,F0C0Y76,99.67,90.0,4.235,10573.35,36,10895.21,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0183BODGBJ,AA0183,F0C0Y76,100.0,100.0,4.2325,11430.9,21,11752.57,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0516TFBTOB,AA0516,F0C0Y76,99.21,95.0,4.2275,9959.4,20,10280.69,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2401CJMTFB,BA2401,F0C0Y76,98.88,85.0,4.2075,12401.8,38,12721.57,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0388QEYTGP,AA0388,F0C0Y76,100.0,100.0,4.2075,9755.48,16,10075.25,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0561MBYQEY,AA0561,F0C0Y76,100.0,100.0,4.2,8865.4,27,9184.6,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2393HFHTFB,BA2393,F0C0Y76,100.0,100.0,4.1875,9018.38,73,9336.63,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0581TOBQEY,AA0581,F0C0Y76,100.0,100.0,4.185,8977.6,41,9295.66,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0563MBYQEY,AA0563,F16C0Y165,100.0,100.0,4.18,19532.8,37,20222.5,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0307QTQTGP,super_AA0307,F16C0Y165,100.0,100.0,4.18,19177.7,20,19867.4,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0451MBYTFB,AA0451,F16C0Y165,100.0,100.0,4.1725,20154.72,29,20843.19,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0450TFBMBY,AA0450,F0C0Y76,100.0,100.0,4.17,8517.78,35,8834.7,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0456TFBMBY,AA0456,F16C0Y165,100.0,100.0,4.165,19885.89,72,20573.12,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0182GBJBOD,AA0182,F0C0Y76,99.28,85.0,4.155,11425.02,33,11740.8,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2445HFHTFB,BA2445,F0C0Y76,100.0,100.0,4.155,10750.47,44,11066.25,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0659QIYQEY,AA0659,F16C0Y165,100.0,100.0,4.1525,18772.84,55,19458.0,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0560QEYMBY,AA0560,F16C0Y165,100.0,100.0,4.15,22941.07,29,23625.82,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0564QEYMBY,AA0564,F16C0Y165,100.0,100.0,4.15,18336.75,26,19021.5,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0566QEYMBY,AA0566,F0C0Y76,100.0,100.0,4.15,9134.85,19,9450.25,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0347PBLTFB,AA0347,F0C0Y76,100.0,100.0,4.1475,9905.0,36,10220.21,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2371HFHTFB,BA2371,F0C0Y76,100.0,100.0,4.135,8329.04,76,8643.3,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2237CPJTFB,BA2237,F0C0Y76,100.0,100.0,4.12,9040.7,77,9353.82,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2455CAOTFB,BA2455,F0C0Y76,99.61,90.0,4.1183,11999.65,34,12312.65,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA3451CVSQEY,AA3451,F0C0Y76,99.67,95.0,4.1175,11277.63,38,11590.56,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0244TFBMBY,super_AA0244,F16C0Y165,100.0,100.0,4.08,20046.19,43,20719.39,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0531POUTFB,AA0531,F16C0Y165,99.64,90.0,4.07,22602.7,42,23274.25,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2500TGPQEY,BA2500,F0C0Y76,100.0,100.0,4.055,8082.8,26,8390.98,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2326TFBHUG,super_BA2326,F12C12Y48,97.5,75.0,4.0525,7089.57,29,7284.1,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2638PBLTFB,BA2638,F0C0Y76,100.0,100.0,4.05,8701.28,38,9009.08,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2523QEYTGP,BA2523,F0C0Y76,100.0,100.0,4.0375,9480.42,16,9787.27,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2580TFBZFH,BA2580,F0C0Y76,98.88,75.0,3.9775,10730.05,42,11032.34,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0231TGPTFB,super_AA0231,F0C0Y76,99.41,95.0,3.965,10767.25,14,11068.59,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2024TFBZWS,BA2024,F0C0Y76,99.8,95.0,3.955,9253.88,61,9554.45,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0453MBYTFB,AA0453,F16C0Y165,100.0,100.0,3.94,24710.15,69,25360.25,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0578QEYTBO,AA0578,F16C0Y165,99.33,85.0,3.9375,20223.65,19,20873.34,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2011TFBNGS,BA2011,F0C0Y76,99.08,90.0,3.935,9373.97,46,9673.03,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0223NFYMBY,AA0223,F16C0Y165,96.06,60.0,3.93,24069.05,15,24717.5,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0645QIYTFB,AA0645,F16C0Y165,99.24,85.0,3.9225,23628.1,63,24275.31,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2475TUTMBY,super_BA2475,F0C0Y76,100.0,100.0,3.9,10071.5,11,10367.9,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2517QEYTGP,BA2517,F0C0Y76,99.54,95.0,3.8925,8307.21,21,8603.04,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0583TOBQEY,AA0583,F16C0Y165,100.0,100.0,3.855,21266.87,42,21902.95,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0385TGPQEY,AA0385,F0C0Y76,99.47,95.0,3.8475,9377.75,17,9670.16,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0312TGPQTQ,super_AA0312,F0C0Y76,100.0,100.0,3.845,8389.67,13,8681.89,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2636PBLQEY,BA2636,F12C12Y48,100.0,100.0,3.8375,5195.25,19,5379.45,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0354TFBPBL,AA0354,F12C12Y48,98.96,95.0,3.8325,5385.75,20,5569.71,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0189BODGBJ,AA0189,F0C0Y76,99.67,90.0,3.83,10521.27,93,10812.35,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2635QEYTGP,super_BA2635,F0C0Y76,99.61,95.0,3.8225,9915.92,16,10206.43,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0629MBTQEY,AA0629,F16C0Y165,100.0,100.0,3.8125,17937.57,78,18566.63,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2396TFBNTP,BA2396,F0C0Y76,100.0,100.0,3.8075,9346.65,58,9636.02,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA3454QEYCVS,AA3454,F0C0Y76,99.54,90.0,3.775,10210.35,21,10497.25,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA3479MHCQEY,AA3479,F0C0Y76,100.0,100.0,3.745,6743.18,16,7027.8,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2235HFHTFB,BA2235,F0C0Y76,100.0,100.0,3.7325,7956.82,104,8240.49,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0096BODTFB,AA0096,F0C0Y76,96.71,55.0,3.73,13423.1,42,13706.58,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2369HFHTFB,BA2369,F0C0Y76,100.0,100.0,3.7275,8746.39,91,9029.68,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0243HEMMBY,AA0243,F16C0Y165,98.48,80.0,3.7125,21547.88,13,22160.44,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0623MBTQEY,AA0623,F16C0Y165,99.24,85.0,3.71,20557.7,42,21169.85,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2327HFHTFB,BA2327,F0C0Y76,100.0,100.0,3.7075,7923.55,69,8205.32,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0626QEYMBT,AA0626,F16C0Y165,98.36,75.0,3.695,19145.05,32,19754.72,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2467TUTMBY,BA2467,F0C0Y76,99.87,95.0,3.6575,8984.8,11,9262.77,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA3472TFBMHC,AA3472,F0C0Y76,100.0,100.0,3.65,8618.77,21,8896.17,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
