Product,Max_Demand,Sold_Tickets,Legs,Tasks,Assigned_Fleets
P010000,0.71,0.71,AA0690TFBHFH -> AA0469MBYTFB,AA0690 -> AA0469,F0C0Y76 -> F16C0Y165
P010007,3.07,3.07,AA0690TFBHFH -> AA0469MBYTFB,AA0690 -> AA0469,F0C0Y76 -> F16C0Y165
P010018,0.49,0.49,AA0698TFBHFH -> AA0469MBYTFB,AA0698 -> AA0469,F0C0Y76 -> F16C0Y165
P010023,1.42,1.42,AA0698TFBHFH -> AA0471MBYTFB,AA0698 -> AA0471,F0C0Y76 -> F16C0Y165
P010024,0.4,0.4,AA0698TFBHFH -> AA0471MBYTFB,AA0698 -> AA0471,F0C0Y76 -> F16C0Y165
P010027,1.15,1.15,AA0698TFBHFH -> AA0471MBYTFB,AA0698 -> AA0471,F0C0Y76 -> F16C0Y165
P010029,3.65,3.65,AA0698TFBHFH -> AA0471MBYTFB,AA0698 -> AA0471,F0C0Y76 -> F16C0Y165
P010030,1.19,1.19,AA0698TFBHFH -> AA0471MBYTFB,AA0698 -> AA0471,F0C0Y76 -> F16C0Y165
P010031,0.26,0.26,AA0698TFBHFH -> AA0471MBYTFB,AA0698 -> AA0471,F0C0Y76 -> F16C0Y165
P010033,1.69,1.69,BA2234TFBHFH -> AA0477MBYTFB,BA2234 -> AA0477,F0C0Y76 -> F16C0Y165
P010040,7.1,7.1,BA2234TFBHFH -> AA0477MBYTFB,BA2234 -> AA0477,F0C0Y76 -> F16C0Y165
P010051,5.9,5.9,BA2350QEYHFH -> AA0561MBYQEY,BA2350 -> AA0561,F0C0Y76 -> F16C0Y165
P010056,2.21,2.21,BA2350QEYHFH -> AA0563MBYQEY,BA2350 -> AA0563,F0C0Y76 -> F16C0Y165
P010062,4.67,4.67,BA2350QEYHFH -> AA0563MBYQEY,BA2350 -> AA0563,F0C0Y76 -> F16C0Y165
P010066,0.24,0.24,AA0563MBYQEY -> BA2354QEYHFH,AA0563 -> BA2354,F16C0Y165 -> F0C0Y76
P010084,1.32,1.32,AA0059TFBKOV -> AA0451MBYTFB,AA0059 -> AA0451,F0C0Y76 -> F16C0Y165
P010091,0.37,0.37,AA0075TFBKOV -> AA0451MBYTFB,AA0075 -> AA0451,F16C0Y165 -> F16C0Y165
P010095,3.75,3.75,AA0075TFBKOV -> AA0451MBYTFB,AA0075 -> AA0451,F16C0Y165 -> F16C0Y165
P010102,2.69,2.69,AA0465MBYTFB -> AA0079TFBKOV,AA0465 -> AA0079,F16C0Y165 -> F0C0Y76
P010106,1.96,1.96,AA0465MBYTFB -> AA0079TFBKOV,AA0465 -> AA0079,F16C0Y165 -> F0C0Y76
P010107,0.96,0.96,AA0465MBYTFB -> AA0079TFBKOV,AA0465 -> AA0079,F16C0Y165 -> F0C0Y76
P010110,0.07,0.07,AA0467MBYTFB -> AA0069TFBKOV,AA0467,F16C0Y165
P010117,0.07,0.07,AA0467MBYTFB -> AA0069TFBKOV,AA0467,F16C0Y165
P010118,0.33,0.33,AA0467MBYTFB -> AA0069TFBKOV,AA0467,F16C0Y165
P010120,0.49,0.49,AA0467MBYTFB -> AA0079TFBKOV,AA0467 -> AA0079,F16C0Y165 -> F0C0Y76
P010122,0.57,0.57,AA0467MBYTFB -> AA0079TFBKOV,AA0467 -> AA0079,F16C0Y165 -> F0C0Y76
P010128,0.07,0.07,AA0467MBYTFB -> AA0079TFBKOV,AA0467 -> AA0079,F16C0Y165 -> F0C0Y76
P010131,0.33,0.33,AA0075TFBKOV -> AA0477MBYTFB,AA0075 -> AA0477,F16C0Y165 -> F16C0Y165
P010135,0.98,0.98,AA0075TFBKOV -> AA0477MBYTFB,AA0075 -> AA0477,F16C0Y165 -> F16C0Y165
P010141,0.69,0.69,AA0075TFBKOV -> AA0477MBYTFB,AA0075 -> AA0477,F16C0Y165 -> F16C0Y165
P010142,0.77,0.77,AA0244MBYNFY,super_AA0244,F16C0Y165
P010143,32.39,32.39,AA0244MBYNFY,super_AA0244,F16C0Y165
P010144,2.03,2.03,AA0244MBYNFY,super_AA0244,F16C0Y165
P010145,25.67,25.67,AA0244MBYNFY,super_AA0244,F16C0Y165
P010146,6.46,6.46,AA0244MBYNFY,super_AA0244,F16C0Y165
P010147,1.88,1.88,AA0244MBYNFY,super_AA0244,F16C0Y165
P010148,5.08,5.08,AA0244MBYNFY,super_AA0244,F16C0Y165
P010150,113.01,75.92,AA0244MBYNFY,super_AA0244,F16C0Y165
P010151,10.91,10.91,AA0244MBYNFY,super_AA0244,F16C0Y165
P010152,3.47,3.47,AA0244MBYNFY,super_AA0244,F16C0Y165
P010153,0.68,0.68,AA0256MBYNFY,AA0256,F16C0Y165
P010154,30.93,30.93,AA0256MBYNFY,AA0256,F16C0Y165
P010155,2.14,2.14,AA0256MBYNFY,AA0256,F16C0Y165
P010156,13.62,13.62,AA0256MBYNFY,AA0256,F16C0Y165
P010157,6.06,6.06,AA0256MBYNFY,AA0256,F16C0Y165
P010159,4.77,4.77,AA0256MBYNFY,AA0256,F16C0Y165
P010161,103.92,93.44,AA0256MBYNFY,AA0256,F16C0Y165
P010162,12.38,12.38,AA0256MBYNFY,AA0256,F16C0Y165
P010163,0.98,0.98,AA0256MBYNFY,AA0256,F16C0Y165
P010174,0.83,0.83,BA2461TFBNGS -> AA0457MBYTFB,BA2461 -> AA0457,F12C12Y48 -> F16C0Y165
P010182,0.72,0.72,BA2461TFBNGS -> AA0465MBYTFB,BA2461 -> AA0465,F12C12Y48 -> F16C0Y165
P010185,0.27,0.27,BA2461TFBNGS -> AA0465MBYTFB,BA2461 -> AA0465,F12C12Y48 -> F16C0Y165
P010196,2.1,2.1,BA2011TFBNGS -> AA0477MBYTFB,BA2011 -> AA0477,F0C0Y76 -> F16C0Y165
P010198,0.29,0.29,BA2095QEYNGS -> AA0561MBYQEY,BA2095 -> AA0561,F0C0Y76 -> F16C0Y165
P010205,0.02,0.02,BA2095QEYNGS -> AA0561MBYQEY,BA2095 -> AA0561,F0C0Y76 -> F16C0Y165
P010212,10.42,10.42,BA2095QEYNGS -> AA0563MBYQEY,BA2095 -> AA0563,F0C0Y76 -> F16C0Y165
P010218,1.72,1.72,BA2095QEYNGS -> AA0563MBYQEY,BA2095 -> AA0563,F0C0Y76 -> F16C0Y165
P010221,0.51,0.51,BA2091QEYNGS -> AA0565MBYQEY,BA2091 -> AA0565,F0C0Y76 -> F16C0Y165
P010229,2.58,2.58,BA2091QEYNGS -> AA0565MBYQEY,BA2091 -> AA0565,F0C0Y76 -> F16C0Y165
P010233,0.93,0.93,BA2093QEYNGS -> AA0569MBYQEY,BA2093 -> AA0569,F16C0Y165 -> F16C0Y165
P010234,1.5,1.5,BA2093QEYNGS -> AA0569MBYQEY,BA2093 -> AA0569,F16C0Y165 -> F16C0Y165
P010239,0.3,0.3,BA2093QEYNGS -> AA0569MBYQEY,BA2093 -> AA0569,F16C0Y165 -> F16C0Y165
P010240,0.36,0.36,BA2093QEYNGS -> AA0569MBYQEY,BA2093 -> AA0569,F16C0Y165 -> F16C0Y165
P010245,0.33,0.33,BA2396TFBNTP -> AA0453MBYTFB,BA2396 -> AA0453,F0C0Y76 -> F16C0Y165
P010250,0.33,0.33,BA2396TFBNTP -> AA0453MBYTFB,BA2396 -> AA0453,F0C0Y76 -> F16C0Y165
P010253,4.72,0.69,BA2340TFBNTP -> AA0457MBYTFB,BA2340 -> AA0457,F12C12Y48 -> F16C0Y165
P010255,0.33,0.33,BA2340TFBNTP -> AA0457MBYTFB,BA2340 -> AA0457,F12C12Y48 -> F16C0Y165
P010256,0.99,0.99,BA2340TFBNTP -> AA0457MBYTFB,BA2340 -> AA0457,F12C12Y48 -> F16C0Y165
P010261,0.34,0.34,BA2340TFBNTP -> AA0457MBYTFB,BA2340 -> AA0457,F12C12Y48 -> F16C0Y165
P010275,0.87,0.87,BA2340TFBNTP -> AA0465MBYTFB,BA2340 -> AA0465,F12C12Y48 -> F16C0Y165
P010286,0.44,0.44,BA2348TFBNTP -> AA0477MBYTFB,BA2348 -> AA0477,F16C0Y165 -> F16C0Y165
P010288,0.34,0.34,BA2348TFBNTP -> AA0477MBYTFB,BA2348 -> AA0477,F16C0Y165 -> F16C0Y165
P010305,0.73,0.73,BA2340TFBNTP -> AA0569MBYQEY -> BA2026QEYTFB,BA2340 -> AA0569 -> BA2026,F12C12Y48 -> F16C0Y165 -> F0C0Y76
P010308,123.05,123.05,AA0212MBYNAU,AA0212,F16C0Y165
P010310,9.91,9.91,AA0212MBYNAU,AA0212,F16C0Y165
P010313,1.72,1.72,AA0212MBYNAU,AA0212,F16C0Y165
P010315,41.27,26.12,AA0212MBYNAU,AA0212,F16C0Y165
P010316,4.19,4.19,AA0212MBYNAU,AA0212,F16C0Y165
P010322,2.09,2.09,AA0867TFBPHH -> AA0453MBYTFB,AA0867 -> AA0453,F16C0Y165 -> F16C0Y165
P010335,0.6,0.6,AA0867TFBPHH -> AA0461MBYTFB,AA0867 -> AA0461,F16C0Y165 -> F16C0Y165
P010344,0.7,0.7,AA0561MBYQEY -> AA0861QEYPHH,AA0561 -> AA0861,F16C0Y165 -> F16C0Y165
P010353,1.13,1.13,AA0563MBYQEY -> AA0861QEYPHH,AA0563 -> AA0861,F16C0Y165 -> F16C0Y165
P010366,1.05,1.05,AA0569MBYQEY -> BA2645QEYTNG -> AA0821TNGPHH,AA0569 -> BA2645 -> super_AA0821,F16C0Y165 -> F0C0Y76 -> F0C0Y76
P010374,1.4,1.4,BA2045TFBQEY -> AA0465MBYTFB,BA2045 -> AA0465,F12C12Y48 -> F16C0Y165
P010385,1.4,1.4,AA0465MBYTFB -> BA2055TFBQEY,AA0465 -> BA2055,F16C0Y165 -> F16C0Y165
P010387,0.25,0.25,AA0465MBYTFB -> BA2055TFBQEY,AA0465 -> BA2055,F16C0Y165 -> F16C0Y165
P010404,0.3,0.3,BA2057TFBQEY -> AA0467MBYTFB,BA2057 -> AA0467,F0C0Y76 -> F16C0Y165
P010407,2.28,2.28,AA0467MBYTFB -> BA2573TFBQEY,AA0467 -> BA2573,F16C0Y165 -> F16C0Y165
P010409,1.13,1.13,AA0467MBYTFB -> BA2573TFBQEY,AA0467 -> BA2573,F16C0Y165 -> F16C0Y165
P010410,0.55,0.55,AA0467MBYTFB -> BA2573TFBQEY,AA0467 -> BA2573,F16C0Y165 -> F16C0Y165
P010412,0.31,0.31,AA0467MBYTFB -> BA2573TFBQEY,AA0467 -> BA2573,F16C0Y165 -> F16C0Y165
P010415,0.55,0.55,AA0467MBYTFB -> BA2573TFBQEY,AA0467 -> BA2573,F16C0Y165 -> F16C0Y165
P010418,0.64,0.64,BA2175TFBQEY -> AA0471MBYTFB,BA2175 -> AA0471,F16C0Y165 -> F16C0Y165
P010420,0.04,0.04,BA2175TFBQEY -> AA0471MBYTFB,BA2175 -> AA0471,F16C0Y165 -> F16C0Y165
P010427,0.3,0.3,BA2175TFBQEY -> AA0471MBYTFB,BA2175 -> AA0471,F16C0Y165 -> F16C0Y165
P010439,4.34,4.34,AA0479MBYQEY,AA0479,F16C0Y165
P010440,53.62,53.62,AA0479MBYQEY,AA0479,F16C0Y165
P010441,2.42,2.42,AA0479MBYQEY,AA0479,F16C0Y165
P010442,8.09,8.09,AA0479MBYQEY,AA0479,F16C0Y165
P010443,1.46,1.46,AA0479MBYQEY,AA0479,F16C0Y165
P010444,8.62,8.62,AA0479MBYQEY,AA0479,F16C0Y165
P010445,1.52,1.52,AA0479MBYQEY,AA0479,F16C0Y165
P010446,2.49,2.49,AA0479MBYQEY,AA0479,F16C0Y165
P010447,81.77,70.05,AA0479MBYQEY,AA0479,F16C0Y165
P010448,1.45,1.45,AA0479MBYQEY,AA0479,F16C0Y165
P010449,8.97,8.97,AA0479MBYQEY,AA0479,F16C0Y165
P010450,1.35,1.35,AA0561MBYQEY,AA0561,F16C0Y165
P010451,24.5,24.5,AA0561MBYQEY,AA0561,F16C0Y165
P010452,0.86,0.86,AA0561MBYQEY,AA0561,F16C0Y165
P010453,0.94,0.94,AA0561MBYQEY,AA0561,F16C0Y165
P010454,0.27,0.27,AA0561MBYQEY,AA0561,F16C0Y165
P010455,5.68,5.68,AA0561MBYQEY,AA0561,F16C0Y165
P010457,1.13,1.13,AA0561MBYQEY,AA0561,F16C0Y165
P010458,88.33,88.33,AA0561MBYQEY,AA0561,F16C0Y165
P010459,0.55,0.55,AA0561MBYQEY,AA0561,F16C0Y165
P010460,5.55,5.55,AA0561MBYQEY,AA0561,F16C0Y165
P010461,1.81,1.81,AA0563MBYQEY,AA0563,F16C0Y165
P010462,48.12,48.12,AA0563MBYQEY,AA0563,F16C0Y165
P010463,5.31,5.31,AA0563MBYQEY,AA0563,F16C0Y165
P010464,2.31,2.31,AA0563MBYQEY,AA0563,F16C0Y165
P010465,3.18,3.18,AA0563MBYQEY,AA0563,F16C0Y165
P010466,9.85,9.85,AA0563MBYQEY,AA0563,F16C0Y165
P010467,1.01,1.01,AA0563MBYQEY,AA0563,F16C0Y165
P010469,78.96,47.87,AA0563MBYQEY,AA0563,F16C0Y165
P010470,1.78,1.78,AA0563MBYQEY,AA0563,F16C0Y165
P010471,6.63,6.63,AA0563MBYQEY,AA0563,F16C0Y165
P010472,3.29,3.29,AA0565MBYQEY,AA0565,F16C0Y165
P010473,90.6,74.76,AA0565MBYQEY,AA0565,F16C0Y165
P010474,4.82,4.82,AA0565MBYQEY,AA0565,F16C0Y165
P010475,26.45,26.45,AA0565MBYQEY,AA0565,F16C0Y165
P010476,0.5,0.5,AA0565MBYQEY,AA0565,F16C0Y165
P010477,11.46,11.46,AA0565MBYQEY,AA0565,F16C0Y165
P010478,2.51,2.51,AA0565MBYQEY,AA0565,F16C0Y165
P010479,0.32,0.32,AA0565MBYQEY,AA0565,F16C0Y165
P010481,17.85,17.85,AA0565MBYQEY,AA0565,F16C0Y165
P010482,10.63,10.63,AA0565MBYQEY,AA0565,F16C0Y165
P010483,3.81,3.81,AA0569MBYQEY,AA0569,F16C0Y165
P010484,96.09,73.66,AA0569MBYQEY,AA0569,F16C0Y165
P010485,6.17,6.17,AA0569MBYQEY,AA0569,F16C0Y165
P010486,23.24,23.24,AA0569MBYQEY,AA0569,F16C0Y165
P010487,6.68,6.68,AA0569MBYQEY,AA0569,F16C0Y165
P010488,6.92,6.92,AA0569MBYQEY,AA0569,F16C0Y165
P010489,5.2,5.2,AA0569MBYQEY,AA0569,F16C0Y165
P010490,1.55,1.55,AA0569MBYQEY,AA0569,F16C0Y165
P010492,7.28,7.28,AA0569MBYQEY,AA0569,F16C0Y165
P010493,10.28,10.28,AA0569MBYQEY,AA0569,F16C0Y165
P010496,0.82,0.82,BA2106TFBQTD -> AA0453MBYTFB,BA2106 -> AA0453,F0C0Y76 -> F16C0Y165
P010504,0.33,0.33,BA2106TFBQTD -> AA0453MBYTFB,BA2106 -> AA0453,F0C0Y76 -> F16C0Y165
P010508,0.35,0.35,BA2108TFBQTD -> AA0453MBYTFB,BA2108 -> AA0453,F0C0Y76 -> F16C0Y165
P010519,1.06,1.06,BA2100TFBQTD -> AA0457MBYTFB,BA2100 -> AA0457,F0C0Y76 -> F16C0Y165
P010521,0.36,0.36,BA2100TFBQTD -> AA0457MBYTFB,BA2100 -> AA0457,F0C0Y76 -> F16C0Y165
P010528,0.39,0.39,AA0461MBYTFB -> BA2110TFBQTD,AA0461 -> BA2110,F16C0Y165 -> F0C0Y76
P010539,0.48,0.48,AA0467MBYTFB -> BA2110TFBQTD,AA0467 -> BA2110,F16C0Y165 -> F0C0Y76
P010540,0.74,0.74,AA0467MBYTFB -> BA2110TFBQTD,AA0467 -> BA2110,F16C0Y165 -> F0C0Y76
P010541,0.96,0.96,AA0467MBYTFB -> BA2110TFBQTD,AA0467 -> BA2110,F16C0Y165 -> F0C0Y76
P010544,0.33,0.33,AA0467MBYTFB -> BA2110TFBQTD,AA0467 -> BA2110,F16C0Y165 -> F0C0Y76
P010547,0.38,0.38,AA0467MBYTFB -> BA2110TFBQTD,AA0467 -> BA2110,F16C0Y165 -> F0C0Y76
P010557,1.43,1.43,AA0477MBYTFB -> BA2104TFBQTD,AA0477 -> BA2104,F16C0Y165 -> F0C0Y76
P010560,0.32,0.32,AA0254MBYQWS,AA0254,F16C0Y165
P010561,16.37,16.37,AA0254MBYQWS,AA0254,F16C0Y165
P010562,0.48,0.48,AA0254MBYQWS,AA0254,F16C0Y165
P010563,67.0,67.0,AA0254MBYQWS,AA0254,F16C0Y165
P010564,1.93,1.93,AA0254MBYQWS,AA0254,F16C0Y165
P010565,2.27,2.27,AA0254MBYQWS,AA0254,F16C0Y165
P010566,0.99,0.99,AA0254MBYQWS,AA0254,F16C0Y165
P010568,55.21,54.92,AA0254MBYQWS,AA0254,F16C0Y165
P010569,0.96,0.96,AA0254MBYQWS,AA0254,F16C0Y165
P010570,1.68,1.68,AA0254MBYQWS,AA0254,F16C0Y165
P010579,2.05,0.5,BA2297TFBSEN -> AA0457MBYTFB,BA2297 -> AA0457,F0C0Y76 -> F16C0Y165
P010583,0.14,0.14,BA2179TFBSEN -> AA0461MBYTFB,BA2179 -> AA0461,F0C0Y76 -> F16C0Y165
P010585,0.08,0.08,BA2179TFBSEN -> AA0461MBYTFB,BA2179 -> AA0461,F0C0Y76 -> F16C0Y165
P010586,1.4,1.4,BA2179TFBSEN -> AA0461MBYTFB,BA2179 -> AA0461,F0C0Y76 -> F16C0Y165
P010588,0.23,0.23,BA2179TFBSEN -> AA0461MBYTFB,BA2179 -> AA0461,F0C0Y76 -> F16C0Y165
P010590,0.14,0.14,BA2179TFBSEN -> AA0461MBYTFB,BA2179 -> AA0461,F0C0Y76 -> F16C0Y165
P010591,0.07,0.07,BA2179TFBSEN -> AA0461MBYTFB,BA2179 -> AA0461,F0C0Y76 -> F16C0Y165
P010594,0.9,0.9,BA2273TFBSEN -> AA0477MBYTFB,BA2273 -> AA0477,F0C0Y76 -> F16C0Y165
P010596,0.98,0.98,BA2273TFBSEN -> AA0477MBYTFB,BA2273 -> AA0477,F0C0Y76 -> F16C0Y165
P010601,6.54,6.54,BA2273TFBSEN -> AA0477MBYTFB,BA2273 -> AA0477,F0C0Y76 -> F16C0Y165
P010605,1.21,1.21,BA2325QEYSEN -> AA0561MBYQEY,BA2325 -> AA0561,F0C0Y76 -> F16C0Y165
P010616,1.77,1.77,BA2325QEYSEN -> AA0563MBYQEY,BA2325 -> AA0563,F0C0Y76 -> F16C0Y165
P010617,0.78,0.78,BA2325QEYSEN -> AA0563MBYQEY,BA2325 -> AA0563,F0C0Y76 -> F16C0Y165
P010618,0.93,0.93,BA2325QEYSEN -> AA0563MBYQEY,BA2325 -> AA0563,F0C0Y76 -> F16C0Y165
P010619,0.25,0.25,BA2325QEYSEN -> AA0563MBYQEY,BA2325 -> AA0563,F0C0Y76 -> F16C0Y165
P010622,0.34,0.34,BA2325QEYSEN -> AA0563MBYQEY,BA2325 -> AA0563,F0C0Y76 -> F16C0Y165
P010623,4.73,4.7,BA2325QEYSEN -> AA0563MBYQEY,BA2325 -> AA0563,F0C0Y76 -> F16C0Y165
P010624,0.5,0.5,BA2325QEYSEN -> AA0563MBYQEY,BA2325 -> AA0563,F0C0Y76 -> F16C0Y165
P010627,1.69,1.69,BA2019QEYSEN -> AA0565MBYQEY,BA2019 -> AA0565,F0C0Y76 -> F16C0Y165
P010629,0.55,0.55,BA2019QEYSEN -> AA0565MBYQEY,BA2019 -> AA0565,F0C0Y76 -> F16C0Y165
P010637,2.14,2.14,AA0245MBYTFB,super_AA0245,F16C0Y165
P010638,35.41,35.41,AA0245MBYTFB,super_AA0245,F16C0Y165
P010639,2.6,2.6,AA0245MBYTFB,super_AA0245,F16C0Y165
P010640,4.4,4.4,AA0245MBYTFB,super_AA0245,F16C0Y165
P010641,1.13,1.13,AA0245MBYTFB,super_AA0245,F16C0Y165
P010642,0.84,0.84,AA0245MBYTFB,super_AA0245,F16C0Y165
P010643,5.77,5.77,AA0245MBYTFB,super_AA0245,F16C0Y165
P010644,0.28,0.28,AA0245MBYTFB,super_AA0245,F16C0Y165
P010645,88.23,88.23,AA0245MBYTFB,super_AA0245,F16C0Y165
P010646,4.68,4.68,AA0245MBYTFB,super_AA0245,F16C0Y165
P010647,3.39,3.39,AA0245MBYTFB,super_AA0245,F16C0Y165
P010648,0.8,0.8,AA0451MBYTFB,AA0451,F16C0Y165
P010649,58.7,58.7,AA0451MBYTFB,AA0451,F16C0Y165
P010650,3.29,3.29,AA0451MBYTFB,AA0451,F16C0Y165
P010651,3.83,3.83,AA0451MBYTFB,AA0451,F16C0Y165
P010652,3.15,3.15,AA0451MBYTFB,AA0451,F16C0Y165
P010654,11.98,11.98,AA0451MBYTFB,AA0451,F16C0Y165
P010656,82.21,47.46,AA0451MBYTFB,AA0451,F16C0Y165
P010657,9.33,9.33,AA0451MBYTFB,AA0451,F16C0Y165
P010658,4.89,4.89,AA0451MBYTFB,AA0451,F16C0Y165
P010659,0.66,0.66,AA0453MBYTFB,AA0453,F16C0Y165
P010660,32.15,32.15,AA0453MBYTFB,AA0453,F16C0Y165
P010661,7.24,7.24,AA0453MBYTFB,AA0453,F16C0Y165
P010662,15.01,15.01,AA0453MBYTFB,AA0453,F16C0Y165
P010663,10.55,10.55,AA0453MBYTFB,AA0453,F16C0Y165
P010664,7.94,7.94,AA0453MBYTFB,AA0453,F16C0Y165
P010665,6.78,6.78,AA0453MBYTFB,AA0453,F16C0Y165
P010666,0.63,0.63,AA0453MBYTFB,AA0453,F16C0Y165
P010667,38.82,27.53,AA0453MBYTFB,AA0453,F16C0Y165
P010668,22.23,22.23,AA0453MBYTFB,AA0453,F16C0Y165
P010669,6.17,6.17,AA0453MBYTFB,AA0453,F16C0Y165
P010670,1.73,1.73,AA0457MBYTFB,AA0457,F16C0Y165
P010671,74.74,74.74,AA0457MBYTFB,AA0457,F16C0Y165
P010672,6.04,6.04,AA0457MBYTFB,AA0457,F16C0Y165
P010673,16.05,16.05,AA0457MBYTFB,AA0457,F16C0Y165
P010674,5.34,5.34,AA0457MBYTFB,AA0457,F16C0Y165
P010675,1.47,1.47,AA0457MBYTFB,AA0457,F16C0Y165
P010676,11.09,11.09,AA0457MBYTFB,AA0457,F16C0Y165
P010677,0.55,0.55,AA0457MBYTFB,AA0457,F16C0Y165
P010679,11.51,11.51,AA0457MBYTFB,AA0457,F16C0Y165
P010680,3.72,3.72,AA0457MBYTFB,AA0457,F16C0Y165
P010681,1.98,1.98,AA0461MBYTFB,AA0461,F16C0Y165
P010682,26.78,26.78,AA0461MBYTFB,AA0461,F16C0Y165
P010683,3.58,3.58,AA0461MBYTFB,AA0461,F16C0Y165
P010684,57.83,57.83,AA0461MBYTFB,AA0461,F16C0Y165
P010685,5.08,5.08,AA0461MBYTFB,AA0461,F16C0Y165
P010686,2.61,2.61,AA0461MBYTFB,AA0461,F16C0Y165
P010687,8.41,8.41,AA0461MBYTFB,AA0461,F16C0Y165
P010688,0.45,0.45,AA0461MBYTFB,AA0461,F16C0Y165
P010689,19.85,12.47,AA0461MBYTFB,AA0461,F16C0Y165
P010690,5.17,5.17,AA0461MBYTFB,AA0461,F16C0Y165
P010691,5.33,5.33,AA0461MBYTFB,AA0461,F16C0Y165
P010692,1.24,1.24,AA0463MBYTFB,AA0463,F16C0Y165
P010693,45.15,45.15,AA0463MBYTFB,AA0463,F16C0Y165
P010694,0.88,0.88,AA0463MBYTFB,AA0463,F16C0Y165
P010695,6.24,6.24,AA0463MBYTFB,AA0463,F16C0Y165
P010696,1.56,1.56,AA0463MBYTFB,AA0463,F16C0Y165
P010697,0.61,0.61,AA0463MBYTFB,AA0463,F16C0Y165
P010698,12.76,12.76,AA0463MBYTFB,AA0463,F16C0Y165
P010700,84.39,75.9,AA0463MBYTFB,AA0463,F16C0Y165
P010701,10.85,10.85,AA0463MBYTFB,AA0463,F16C0Y165
P010702,2.28,2.28,AA0463MBYTFB,AA0463,F16C0Y165
P010703,1.73,1.73,AA0465MBYTFB,AA0465,F16C0Y165
P010704,52.69,52.69,AA0465MBYTFB,AA0465,F16C0Y165
P010705,3.55,3.55,AA0465MBYTFB,AA0465,F16C0Y165
P010706,15.74,15.74,AA0465MBYTFB,AA0465,F16C0Y165
P010707,5.92,5.92,AA0465MBYTFB,AA0465,F16C0Y165
P010708,0.51,0.51,AA0465MBYTFB,AA0465,F16C0Y165
P010709,11.11,11.11,AA0465MBYTFB,AA0465,F16C0Y165
P010710,0.95,0.95,AA0465MBYTFB,AA0465,F16C0Y165
P010711,31.34,9.46,AA0465MBYTFB,AA0465,F16C0Y165
P010712,24.67,24.67,AA0465MBYTFB,AA0465,F16C0Y165
P010713,5.28,5.28,AA0465MBYTFB,AA0465,F16C0Y165
P010714,1.25,1.25,AA0467MBYTFB,AA0467,F16C0Y165
P010715,26.59,26.59,AA0467MBYTFB,AA0467,F16C0Y165
P010716,4.91,4.91,AA0467MBYTFB,AA0467,F16C0Y165
P010717,30.66,30.66,AA0467MBYTFB,AA0467,F16C0Y165
P010718,5.02,5.02,AA0467MBYTFB,AA0467,F16C0Y165
P010719,1.38,1.38,AA0467MBYTFB,AA0467,F16C0Y165
P010720,13.0,13.0,AA0467MBYTFB,AA0467,F16C0Y165
P010722,18.31,17.2,AA0467MBYTFB,AA0467,F16C0Y165
P010723,10.59,10.59,AA0467MBYTFB,AA0467,F16C0Y165
P010724,4.43,4.43,AA0467MBYTFB,AA0467,F16C0Y165
P010725,6.34,6.34,AA0469MBYTFB,AA0469,F16C0Y165
P010726,68.65,68.65,AA0469MBYTFB,AA0469,F16C0Y165
P010727,6.29,6.29,AA0469MBYTFB,AA0469,F16C0Y165
P010728,9.37,9.37,AA0469MBYTFB,AA0469,F16C0Y165
P010729,5.7,5.7,AA0469MBYTFB,AA0469,F16C0Y165
P010730,6.23,6.23,AA0469MBYTFB,AA0469,F16C0Y165
P010731,2.05,2.05,AA0469MBYTFB,AA0469,F16C0Y165
P010733,65.89,21.07,AA0469MBYTFB,AA0469,F16C0Y165
P010734,20.19,20.19,AA0469MBYTFB,AA0469,F16C0Y165
P010735,3.1,3.1,AA0469MBYTFB,AA0469,F16C0Y165
P010736,0.84,0.84,AA0471MBYTFB,AA0471,F16C0Y165
P010737,38.41,38.41,AA0471MBYTFB,AA0471,F16C0Y165
P010738,7.22,7.22,AA0471MBYTFB,AA0471,F16C0Y165
P010739,8.48,8.48,AA0471MBYTFB,AA0471,F16C0Y165
P010740,7.28,7.28,AA0471MBYTFB,AA0471,F16C0Y165
P010741,1.38,1.38,AA0471MBYTFB,AA0471,F16C0Y165
P010742,10.97,10.97,AA0471MBYTFB,AA0471,F16C0Y165
P010743,0.31,0.31,AA0471MBYTFB,AA0471,F16C0Y165
P010744,116.42,23.07,AA0471MBYTFB,AA0471,F16C0Y165
P010745,18.85,18.85,AA0471MBYTFB,AA0471,F16C0Y165
P010746,4.07,4.07,AA0471MBYTFB,AA0471,F16C0Y165
P010747,0.97,0.97,AA0477MBYTFB,AA0477,F16C0Y165
P010748,34.09,34.09,AA0477MBYTFB,AA0477,F16C0Y165
P010749,3.35,3.35,AA0477MBYTFB,AA0477,F16C0Y165
P010750,3.23,3.23,AA0477MBYTFB,AA0477,F16C0Y165
P010751,3.27,3.27,AA0477MBYTFB,AA0477,F16C0Y165
P010752,2.02,2.02,AA0477MBYTFB,AA0477,F16C0Y165
P010753,11.71,11.71,AA0477MBYTFB,AA0477,F16C0Y165
P010754,1.36,1.36,AA0477MBYTFB,AA0477,F16C0Y165
P010755,99.09,51.36,AA0477MBYTFB,AA0477,F16C0Y165
P010756,9.41,9.41,AA0477MBYTFB,AA0477,F16C0Y165
P010757,7.56,7.56,AA0477MBYTFB,AA0477,F16C0Y165
