ProductID,Org,Des,Flight1,Flight2,Flight3,Fare,Total_Demand
P001909,BOD,NTQ,AA0112BODTFB,AA0036TFBNTQ,.,78,0
P001910,BOD,NTQ,AA0112BODTFB,AA0036TFBNTQ,.,474,0.76
P001911,BOD,NTQ,AA0112BODTFB,AA0036TFBNTQ,.,250,3.4
P001912,BOD,NTQ,AA0112BODTFB,AA0036TFBNTQ,.,329,0
P001913,BOD,NTQ,AA0112BODTFB,AA0036TFBNTQ,.,204,0.66
P001914,BOD,NTQ,AA0120BODTFB,AA0038TFBNTQ,.,562,0
P001915,BOD,NTQ,AA0120BODTFB,AA0038TFBNTQ,.,257,3.32
P001916,BOD,NTQ,AA0120BODTFB,AA0038TFBNTQ,.,424,0
P001917,BOD,NTQ,AA0120BODTFB,AA0038TFBNTQ,.,281,2.54
P001918,BOD,NTQ,AA0120BODTFB,AA0038TFBNTQ,.,326,0
P001919,BOD,NTQ,AA0120BODTFB,AA0038TFBNTQ,.,455,0.74
P001920,BOD,NTQ,AA0120BODTFB,AA0038TFBNTQ,.,78,0
P001921,BOD,NTQ,AA0120BODTFB,AA0038TFBNTQ,.,474,0.64
P001922,BOD,NTQ,AA0120BODTFB,AA0038TFBNTQ,.,250,0
P001923,BOD,NTQ,AA0120BODTFB,AA0038TFBNTQ,.,329,1.48
P001924,BOD,NTQ,AA0120BODTFB,AA0038TFBNTQ,.,204,0.99
P001925,BOD,PBL,AA0082BODTFB,AA0344TFBPBL,.,504,0
P001926,BOD,PBL,AA0082BODTFB,AA0344TFBPBL,.,250,2.21
P001927,BOD,PBL,AA0082BODTFB,AA0344TFBPBL,.,408,0
P001928,BOD,PBL,AA0082BODTFB,AA0344TFBPBL,.,287,0
P001929,BOD,PBL,AA0082BODTFB,AA0344TFBPBL,.,336,0
P001930,BOD,PBL,AA0082BODTFB,AA0344TFBPBL,.,431,0
P001931,BOD,PBL,AA0082BODTFB,AA0344TFBPBL,.,122,0
P001932,BOD,PBL,AA0082BODTFB,AA0344TFBPBL,.,498,0
P001933,BOD,PBL,AA0082BODTFB,AA0344TFBPBL,.,219,0
P001934,BOD,PBL,AA0082BODTFB,AA0344TFBPBL,.,365,0
P001935,BOD,PBL,AA0082BODTFB,AA0344TFBPBL,.,413,0
P001936,BOD,PBL,AA0082BODTFB,AA0346TFBPBL,.,504,0
P001937,BOD,PBL,AA0082BODTFB,AA0346TFBPBL,.,250,0.27
P001938,BOD,PBL,AA0082BODTFB,AA0346TFBPBL,.,408,0
P001939,BOD,PBL,AA0082BODTFB,AA0346TFBPBL,.,287,0
P001940,BOD,PBL,AA0082BODTFB,AA0346TFBPBL,.,336,0
P001941,BOD,PBL,AA0082BODTFB,AA0346TFBPBL,.,431,0
P001942,BOD,PBL,AA0082BODTFB,AA0346TFBPBL,.,122,0
P001943,BOD,PBL,AA0082BODTFB,AA0346TFBPBL,.,498,0
P001944,BOD,PBL,AA0082BODTFB,AA0346TFBPBL,.,219,0
P001945,BOD,PBL,AA0082BODTFB,AA0346TFBPBL,.,365,0
P001946,BOD,PBL,AA0082BODTFB,AA0346TFBPBL,.,413,0
P001947,BOD,PBL,AA0084BODTFB,AA0346TFBPBL,.,504,0
P001948,BOD,PBL,AA0084BODTFB,AA0346TFBPBL,.,250,0.94
P001949,BOD,PBL,AA0084BODTFB,AA0346TFBPBL,.,408,0
P001950,BOD,PBL,AA0084BODTFB,AA0346TFBPBL,.,287,0
P001951,BOD,PBL,AA0084BODTFB,AA0346TFBPBL,.,336,0
P001952,BOD,PBL,AA0084BODTFB,AA0346TFBPBL,.,431,0
P001953,BOD,PBL,AA0084BODTFB,AA0346TFBPBL,.,122,0
P001954,BOD,PBL,AA0084BODTFB,AA0346TFBPBL,.,498,0
P001955,BOD,PBL,AA0084BODTFB,AA0346TFBPBL,.,219,0
P001956,BOD,PBL,AA0084BODTFB,AA0346TFBPBL,.,365,0
P001957,BOD,PBL,AA0084BODTFB,AA0346TFBPBL,.,413,0
P001958,BOD,PBL,AA0090BODTFB,AA0354TFBPBL,.,504,0
P001959,BOD,PBL,AA0090BODTFB,AA0354TFBPBL,.,250,1.93
P001960,BOD,PBL,AA0090BODTFB,AA0354TFBPBL,.,408,0
P001961,BOD,PBL,AA0090BODTFB,AA0354TFBPBL,.,287,0
P001962,BOD,PBL,AA0090BODTFB,AA0354TFBPBL,.,336,0
P001963,BOD,PBL,AA0090BODTFB,AA0354TFBPBL,.,431,0
P001964,BOD,PBL,AA0090BODTFB,AA0354TFBPBL,.,122,0
P001965,BOD,PBL,AA0090BODTFB,AA0354TFBPBL,.,498,0
P001966,BOD,PBL,AA0090BODTFB,AA0354TFBPBL,.,219,0
P001967,BOD,PBL,AA0090BODTFB,AA0354TFBPBL,.,365,0
P001968,BOD,PBL,AA0090BODTFB,AA0354TFBPBL,.,413,0
P001969,BOD,PBL,AA0092BODTFB,AA0354TFBPBL,.,504,0
P001970,BOD,PBL,AA0092BODTFB,AA0354TFBPBL,.,250,0.27
P001971,BOD,PBL,AA0092BODTFB,AA0354TFBPBL,.,408,0
P001972,BOD,PBL,AA0092BODTFB,AA0354TFBPBL,.,287,0.27
P001973,BOD,PBL,AA0092BODTFB,AA0354TFBPBL,.,336,0
P001974,BOD,PBL,AA0092BODTFB,AA0354TFBPBL,.,431,0
P001975,BOD,PBL,AA0092BODTFB,AA0354TFBPBL,.,122,0
P001976,BOD,PBL,AA0092BODTFB,AA0354TFBPBL,.,498,0
P001977,BOD,PBL,AA0092BODTFB,AA0354TFBPBL,.,219,0
P001978,BOD,PBL,AA0092BODTFB,AA0354TFBPBL,.,365,0
P001979,BOD,PBL,AA0092BODTFB,AA0354TFBPBL,.,413,0
P001980,BOD,PBL,AA0096BODTFB,AA0344TFBPBL,.,504,0
P001981,BOD,PBL,AA0096BODTFB,AA0344TFBPBL,.,250,0.9
P001982,BOD,PBL,AA0096BODTFB,AA0344TFBPBL,.,408,0
P001983,BOD,PBL,AA0096BODTFB,AA0344TFBPBL,.,287,0
P001984,BOD,PBL,AA0096BODTFB,AA0344TFBPBL,.,336,0
P001985,BOD,PBL,AA0096BODTFB,AA0344TFBPBL,.,431,0
P001986,BOD,PBL,AA0096BODTFB,AA0344TFBPBL,.,122,0
P001987,BOD,PBL,AA0096BODTFB,AA0344TFBPBL,.,498,0
P001988,BOD,PBL,AA0096BODTFB,AA0344TFBPBL,.,219,0
P001989,BOD,PBL,AA0096BODTFB,AA0344TFBPBL,.,365,0
P001990,BOD,PBL,AA0096BODTFB,AA0344TFBPBL,.,413,0
P001991,BOD,PBL,AA0120BODTFB,AA0344TFBPBL,.,504,0
P001992,BOD,PBL,AA0120BODTFB,AA0344TFBPBL,.,250,1.37
P001993,BOD,PBL,AA0120BODTFB,AA0344TFBPBL,.,408,0
P001994,BOD,PBL,AA0120BODTFB,AA0344TFBPBL,.,287,0
P001995,BOD,PBL,AA0120BODTFB,AA0344TFBPBL,.,336,0
P001996,BOD,PBL,AA0120BODTFB,AA0344TFBPBL,.,431,0
P001997,BOD,PBL,AA0120BODTFB,AA0344TFBPBL,.,122,0
P001998,BOD,PBL,AA0120BODTFB,AA0344TFBPBL,.,498,0
P001999,BOD,PBL,AA0120BODTFB,AA0344TFBPBL,.,219,0
P002000,BOD,PBL,AA0120BODTFB,AA0344TFBPBL,.,365,0
P002001,BOD,PBL,AA0120BODTFB,AA0344TFBPBL,.,413,0
P002002,BOD,PBL,AA0132BODQEY,BA2571QEYPBL,.,504,0
P002003,BOD,PBL,AA0132BODQEY,BA2571QEYPBL,.,250,0.33
P002004,BOD,PBL,AA0132BODQEY,BA2571QEYPBL,.,408,0
P002005,BOD,PBL,AA0132BODQEY,BA2571QEYPBL,.,287,0
P002006,BOD,PBL,AA0132BODQEY,BA2571QEYPBL,.,336,0
P002007,BOD,PBL,AA0132BODQEY,BA2571QEYPBL,.,431,0
P002008,BOD,PBL,AA0132BODQEY,BA2571QEYPBL,.,122,0
P002009,BOD,PBL,AA0132BODQEY,BA2571QEYPBL,.,498,0
P002010,BOD,PBL,AA0132BODQEY,BA2571QEYPBL,.,219,0
P002011,BOD,PBL,AA0132BODQEY,BA2571QEYPBL,.,365,0
P002012,BOD,PBL,AA0132BODQEY,BA2571QEYPBL,.,413,0
P002013,BOD,PBL,AA0134BODQEY,BA2609QEYPBL,.,504,0
P002014,BOD,PBL,AA0134BODQEY,BA2609QEYPBL,.,250,1
P002015,BOD,PBL,AA0134BODQEY,BA2609QEYPBL,.,408,0
P002016,BOD,PBL,AA0134BODQEY,BA2609QEYPBL,.,287,0
P002017,BOD,PBL,AA0134BODQEY,BA2609QEYPBL,.,336,0
P002018,BOD,PBL,AA0134BODQEY,BA2609QEYPBL,.,431,0
P002019,BOD,PBL,AA0134BODQEY,BA2609QEYPBL,.,122,0
P002020,BOD,PBL,AA0134BODQEY,BA2609QEYPBL,.,498,0
P002021,BOD,PBL,AA0134BODQEY,BA2609QEYPBL,.,219,0
P002022,BOD,PBL,AA0134BODQEY,BA2609QEYPBL,.,365,0
P002023,BOD,PBL,AA0134BODQEY,BA2609QEYPBL,.,413,0
P002024,BOD,PBL,AA0136BODQEY,BA2563QEYPBL,.,504,0
P002025,BOD,PBL,AA0136BODQEY,BA2563QEYPBL,.,250,1
P002026,BOD,PBL,AA0136BODQEY,BA2563QEYPBL,.,408,0
P002027,BOD,PBL,AA0136BODQEY,BA2563QEYPBL,.,287,0
P002028,BOD,PBL,AA0136BODQEY,BA2563QEYPBL,.,336,0
P002029,BOD,PBL,AA0136BODQEY,BA2563QEYPBL,.,431,0
P002030,BOD,PBL,AA0136BODQEY,BA2563QEYPBL,.,122,0
P002031,BOD,PBL,AA0136BODQEY,BA2563QEYPBL,.,498,0
P002032,BOD,PBL,AA0136BODQEY,BA2563QEYPBL,.,219,0
P002033,BOD,PBL,AA0136BODQEY,BA2563QEYPBL,.,365,0
P002034,BOD,PBL,AA0136BODQEY,BA2563QEYPBL,.,413,0.33
P002035,BOD,PHH,AA0080BODTFB,AA0867TFBPHH,.,343,0
P002036,BOD,PHH,AA0080BODTFB,AA0867TFBPHH,.,308,0.01
P002037,BOD,PHH,AA0080BODTFB,AA0867TFBPHH,.,308,0.66
P002038,BOD,PHH,AA0080BODTFB,AA0867TFBPHH,.,272,0
P002039,BOD,PHH,AA0080BODTFB,AA0867TFBPHH,.,302,0.42
P002040,BOD,PHH,AA0080BODTFB,AA0867TFBPHH,.,300,0
P002041,BOD,PHH,AA0080BODTFB,AA0867TFBPHH,.,181,0
P002042,BOD,PHH,AA0080BODTFB,AA0867TFBPHH,.,365,0
P002043,BOD,PHH,AA0080BODTFB,AA0867TFBPHH,.,233,0.01
P002044,BOD,PHH,AA0080BODTFB,AA0867TFBPHH,.,244,0
P002045,BOD,PHH,AA0080BODTFB,AA0867TFBPHH,.,324,0.32
P002046,BOD,PHH,AA0084BODTFB,AA0867TFBPHH,.,343,0
P002047,BOD,PHH,AA0084BODTFB,AA0867TFBPHH,.,308,0.01
P002048,BOD,PHH,AA0084BODTFB,AA0867TFBPHH,.,308,0
P002049,BOD,PHH,AA0084BODTFB,AA0867TFBPHH,.,272,0
P002050,BOD,PHH,AA0084BODTFB,AA0867TFBPHH,.,302,3.66
P002051,BOD,PHH,AA0084BODTFB,AA0867TFBPHH,.,300,0
P002052,BOD,PHH,AA0084BODTFB,AA0867TFBPHH,.,181,0.45
P002053,BOD,PHH,AA0084BODTFB,AA0867TFBPHH,.,365,0
P002054,BOD,PHH,AA0084BODTFB,AA0867TFBPHH,.,233,0.01
P002055,BOD,PHH,AA0084BODTFB,AA0867TFBPHH,.,244,0
P002056,BOD,PHH,AA0084BODTFB,AA0867TFBPHH,.,324,0
P002057,BOD,PNF,AA0151BODPNF,.,.,152,2.35
P002058,BOD,PNF,AA0151BODPNF,.,.,143,0
P002059,BOD,PNF,AA0151BODPNF,.,.,240,5.02
P002060,BOD,PNF,AA0151BODPNF,.,.,74,0
P002061,BOD,PNF,AA0151BODPNF,.,.,177,5.88
P002062,BOD,PNF,AA0151BODPNF,.,.,263,0
P002063,BOD,PNF,AA0151BODPNF,.,.,115,2.68
P002064,BOD,PNF,AA0151BODPNF,.,.,167,0.67
P002065,BOD,PNF,AA0151BODPNF,.,.,104,0.71
P002066,BOD,PNF,AA0151BODPNF,.,.,161,0
P002067,BOD,PNF,AA0151BODPNF,.,.,277,12.94
P002068,BOD,PNF,AA0152BODPNF,.,.,152,0
P002069,BOD,PNF,AA0152BODPNF,.,.,143,0
P002070,BOD,PNF,AA0152BODPNF,.,.,240,10.11
P002071,BOD,PNF,AA0152BODPNF,.,.,74,0
P002072,BOD,PNF,AA0152BODPNF,.,.,177,9.92
P002073,BOD,PNF,AA0152BODPNF,.,.,263,3.12
P002074,BOD,PNF,AA0152BODPNF,.,.,115,2.71
P002075,BOD,PNF,AA0152BODPNF,.,.,167,0
P002076,BOD,PNF,AA0152BODPNF,.,.,104,13.45
P002077,BOD,PNF,AA0152BODPNF,.,.,161,0
P002078,BOD,PNF,AA0152BODPNF,.,.,277,19.02
P002079,BOD,PNF,AA0153BODPNF,.,.,152,0
P002080,BOD,PNF,AA0153BODPNF,.,.,143,0
P002081,BOD,PNF,AA0153BODPNF,.,.,240,1.66
P002082,BOD,PNF,AA0153BODPNF,.,.,74,0
P002083,BOD,PNF,AA0153BODPNF,.,.,177,4.87
P002084,BOD,PNF,AA0153BODPNF,.,.,263,0.72
P002085,BOD,PNF,AA0153BODPNF,.,.,115,0.68
P002086,BOD,PNF,AA0153BODPNF,.,.,167,0
P002087,BOD,PNF,AA0153BODPNF,.,.,104,1.35
P002088,BOD,PNF,AA0153BODPNF,.,.,161,0
P002089,BOD,PNF,AA0153BODPNF,.,.,277,12.44
P002090,BOD,POU,AA0082BODTFB,AA0538TFBPOU,.,493,0
P002091,BOD,POU,AA0082BODTFB,AA0538TFBPOU,.,232,0.69
P002092,BOD,POU,AA0082BODTFB,AA0538TFBPOU,.,438,0
P002093,BOD,POU,AA0082BODTFB,AA0538TFBPOU,.,260,0
P002094,BOD,POU,AA0082BODTFB,AA0538TFBPOU,.,301,0
P002095,BOD,POU,AA0082BODTFB,AA0538TFBPOU,.,455,0
P002096,BOD,POU,AA0082BODTFB,AA0538TFBPOU,.,110,0
P002097,BOD,POU,AA0082BODTFB,AA0538TFBPOU,.,514,0
P002098,BOD,POU,AA0082BODTFB,AA0538TFBPOU,.,184,0
P002099,BOD,POU,AA0082BODTFB,AA0538TFBPOU,.,259,0
P002100,BOD,POU,AA0082BODTFB,AA0538TFBPOU,.,399,0.67
P002101,BOD,POU,AA0090BODTFB,AA0536TFBPOU,.,493,0
P002102,BOD,POU,AA0090BODTFB,AA0536TFBPOU,.,232,0
P002103,BOD,POU,AA0090BODTFB,AA0536TFBPOU,.,438,0
P002104,BOD,POU,AA0090BODTFB,AA0536TFBPOU,.,260,0
P002105,BOD,POU,AA0090BODTFB,AA0536TFBPOU,.,301,0
P002106,BOD,POU,AA0090BODTFB,AA0536TFBPOU,.,455,0
P002107,BOD,POU,AA0090BODTFB,AA0536TFBPOU,.,110,0
P002108,BOD,POU,AA0090BODTFB,AA0536TFBPOU,.,514,0
P002109,BOD,POU,AA0090BODTFB,AA0536TFBPOU,.,184,3.26
P002110,BOD,POU,AA0090BODTFB,AA0536TFBPOU,.,259,0
P002111,BOD,POU,AA0090BODTFB,AA0536TFBPOU,.,399,0.25
P002112,BOD,POU,AA0092BODTFB,AA0536TFBPOU,.,493,0
P002113,BOD,POU,AA0092BODTFB,AA0536TFBPOU,.,232,0
P002114,BOD,POU,AA0092BODTFB,AA0536TFBPOU,.,438,0
P002115,BOD,POU,AA0092BODTFB,AA0536TFBPOU,.,260,0
P002116,BOD,POU,AA0092BODTFB,AA0536TFBPOU,.,301,0
P002117,BOD,POU,AA0092BODTFB,AA0536TFBPOU,.,455,0
P002118,BOD,POU,AA0092BODTFB,AA0536TFBPOU,.,110,0
P002119,BOD,POU,AA0092BODTFB,AA0536TFBPOU,.,514,0
P002120,BOD,POU,AA0092BODTFB,AA0536TFBPOU,.,184,0.72
P002121,BOD,POU,AA0092BODTFB,AA0536TFBPOU,.,259,0
P002122,BOD,POU,AA0092BODTFB,AA0536TFBPOU,.,399,0.33
P002123,BOD,POU,AA0112BODTFB,AA0530TFBPOU,.,493,0.41
P002124,BOD,POU,AA0112BODTFB,AA0530TFBPOU,.,232,0
P002125,BOD,POU,AA0112BODTFB,AA0530TFBPOU,.,438,0
P002126,BOD,POU,AA0112BODTFB,AA0530TFBPOU,.,260,0
P002127,BOD,POU,AA0112BODTFB,AA0530TFBPOU,.,301,0
P002128,BOD,POU,AA0112BODTFB,AA0530TFBPOU,.,455,0
P002129,BOD,POU,AA0112BODTFB,AA0530TFBPOU,.,110,0
P002130,BOD,POU,AA0112BODTFB,AA0530TFBPOU,.,514,0
P002131,BOD,POU,AA0112BODTFB,AA0530TFBPOU,.,184,0.69
P002132,BOD,POU,AA0112BODTFB,AA0530TFBPOU,.,259,0
P002133,BOD,POU,AA0112BODTFB,AA0530TFBPOU,.,399,0
P002134,BOD,POU,AA0120BODTFB,AA0538TFBPOU,.,493,0
P002135,BOD,POU,AA0120BODTFB,AA0538TFBPOU,.,232,0
P002136,BOD,POU,AA0120BODTFB,AA0538TFBPOU,.,438,0
P002137,BOD,POU,AA0120BODTFB,AA0538TFBPOU,.,260,0
P002138,BOD,POU,AA0120BODTFB,AA0538TFBPOU,.,301,0
P002139,BOD,POU,AA0120BODTFB,AA0538TFBPOU,.,455,0
P002140,BOD,POU,AA0120BODTFB,AA0538TFBPOU,.,110,0
P002141,BOD,POU,AA0120BODTFB,AA0538TFBPOU,.,514,0
P002142,BOD,POU,AA0120BODTFB,AA0538TFBPOU,.,184,0.33
P002143,BOD,POU,AA0120BODTFB,AA0538TFBPOU,.,259,0
P002144,BOD,POU,AA0120BODTFB,AA0538TFBPOU,.,399,0
P002145,BOD,POU,AA0136BODQEY,AA3464QEYPOU,.,493,0
P002146,BOD,POU,AA0136BODQEY,AA3464QEYPOU,.,232,0
P002147,BOD,POU,AA0136BODQEY,AA3464QEYPOU,.,438,0
P002148,BOD,POU,AA0136BODQEY,AA3464QEYPOU,.,260,0
P002149,BOD,POU,AA0136BODQEY,AA3464QEYPOU,.,301,0
P002150,BOD,POU,AA0136BODQEY,AA3464QEYPOU,.,455,0
P002151,BOD,POU,AA0136BODQEY,AA3464QEYPOU,.,110,0
P002152,BOD,POU,AA0136BODQEY,AA3464QEYPOU,.,514,0
P002153,BOD,POU,AA0136BODQEY,AA3464QEYPOU,.,184,0.31
P002154,BOD,POU,AA0136BODQEY,AA3464QEYPOU,.,259,0
P002155,BOD,POU,AA0136BODQEY,AA3464QEYPOU,.,399,0
P002156,BOD,PSE,AA0112BODTFB,AA0020TFBPSE,.,387,0
P002157,BOD,PSE,AA0112BODTFB,AA0020TFBPSE,.,229,0.06
P002158,BOD,PSE,AA0112BODTFB,AA0020TFBPSE,.,330,0
P002159,BOD,PSE,AA0112BODTFB,AA0020TFBPSE,.,242,1.94
P002160,BOD,PSE,AA0112BODTFB,AA0020TFBPSE,.,282,0
P002161,BOD,PSE,AA0112BODTFB,AA0020TFBPSE,.,331,0
P002162,BOD,PSE,AA0112BODTFB,AA0020TFBPSE,.,173,0
P002163,BOD,PSE,AA0112BODTFB,AA0020TFBPSE,.,426,0
P002164,BOD,PSE,AA0112BODTFB,AA0020TFBPSE,.,202,0.06
P002165,BOD,PSE,AA0112BODTFB,AA0020TFBPSE,.,245,0
P002166,BOD,PSE,AA0112BODTFB,AA0020TFBPSE,.,343,0
P002167,BOD,PSE,AA0114BODTFB,AA0020TFBPSE,.,387,0
P002168,BOD,PSE,AA0114BODTFB,AA0020TFBPSE,.,229,0.06
P002169,BOD,PSE,AA0114BODTFB,AA0020TFBPSE,.,330,0
P002170,BOD,PSE,AA0114BODTFB,AA0020TFBPSE,.,242,1.13
P002171,BOD,PSE,AA0114BODTFB,AA0020TFBPSE,.,282,0
P002172,BOD,PSE,AA0114BODTFB,AA0020TFBPSE,.,331,0
P002173,BOD,PSE,AA0114BODTFB,AA0020TFBPSE,.,173,0
P002174,BOD,PSE,AA0114BODTFB,AA0020TFBPSE,.,426,0
P002175,BOD,PSE,AA0114BODTFB,AA0020TFBPSE,.,202,0.06
P002176,BOD,PSE,AA0114BODTFB,AA0020TFBPSE,.,245,1.17
P002177,BOD,PSE,AA0114BODTFB,AA0020TFBPSE,.,343,0
P002178,BOD,PSE,AA0120BODTFB,AA0022TFBPSE,.,387,0
P002179,BOD,PSE,AA0120BODTFB,AA0022TFBPSE,.,229,0.05
P002180,BOD,PSE,AA0120BODTFB,AA0022TFBPSE,.,330,0
P002181,BOD,PSE,AA0120BODTFB,AA0022TFBPSE,.,242,0.8
P002182,BOD,PSE,AA0120BODTFB,AA0022TFBPSE,.,282,3.49
P002183,BOD,PSE,AA0120BODTFB,AA0022TFBPSE,.,331,1.01
P002184,BOD,PSE,AA0120BODTFB,AA0022TFBPSE,.,173,0
P002185,BOD,PSE,AA0120BODTFB,AA0022TFBPSE,.,426,0.28
P002186,BOD,PSE,AA0120BODTFB,AA0022TFBPSE,.,202,3.95
P002187,BOD,PSE,AA0120BODTFB,AA0022TFBPSE,.,245,1.55
P002188,BOD,PSE,AA0120BODTFB,AA0022TFBPSE,.,343,0.39
P002189,BOD,PSE,AA0138BODPSE,.,.,387,0
P002190,BOD,PSE,AA0138BODPSE,.,.,229,0.33
P002191,BOD,PSE,AA0138BODPSE,.,.,330,0
P002192,BOD,PSE,AA0138BODPSE,.,.,242,0
P002193,BOD,PSE,AA0138BODPSE,.,.,282,0
P002194,BOD,PSE,AA0138BODPSE,.,.,331,0
P002195,BOD,PSE,AA0138BODPSE,.,.,173,0
P002196,BOD,PSE,AA0138BODPSE,.,.,426,0
P002197,BOD,PSE,AA0138BODPSE,.,.,202,0.69
P002198,BOD,PSE,AA0138BODPSE,.,.,245,0
P002199,BOD,PSE,AA0138BODPSE,.,.,343,0
P002200,BOD,PUA,AA0151BODPUA,.,.,123,0
P002201,BOD,PUA,AA0151BODPUA,.,.,139,0
P002202,BOD,PUA,AA0151BODPUA,.,.,251,5.72
P002203,BOD,PUA,AA0151BODPUA,.,.,89,0.33
P002204,BOD,PUA,AA0151BODPUA,.,.,189,12.8
P002205,BOD,PUA,AA0151BODPUA,.,.,278,8.8
P002206,BOD,PUA,AA0151BODPUA,.,.,106,3.48
P002207,BOD,PUA,AA0151BODPUA,.,.,80,0
P002208,BOD,PUA,AA0151BODPUA,.,.,105,0
P002209,BOD,PUA,AA0151BODPUA,.,.,170,0
P002210,BOD,PUA,AA0151BODPUA,.,.,287,22.8
P002211,BOD,PUA,AA0152BODPUA,.,.,123,0
P002212,BOD,PUA,AA0152BODPUA,.,.,139,0
P002213,BOD,PUA,AA0152BODPUA,.,.,251,2.49
P002214,BOD,PUA,AA0152BODPUA,.,.,89,0
P002215,BOD,PUA,AA0152BODPUA,.,.,189,3.08
P002216,BOD,PUA,AA0152BODPUA,.,.,278,1.6
P002217,BOD,PUA,AA0152BODPUA,.,.,106,4.08
P002218,BOD,PUA,AA0152BODPUA,.,.,80,0
P002219,BOD,PUA,AA0152BODPUA,.,.,105,0.27
P002220,BOD,PUA,AA0152BODPUA,.,.,170,0.67
P002221,BOD,PUA,AA0152BODPUA,.,.,287,4.88
P002222,BOD,PUA,AA0153BODPUA,.,.,123,0.05
P002223,BOD,PUA,AA0153BODPUA,.,.,139,0.05
P002224,BOD,PUA,AA0153BODPUA,.,.,251,4.74
P002225,BOD,PUA,AA0153BODPUA,.,.,89,0.05
P002226,BOD,PUA,AA0153BODPUA,.,.,189,1.71
P002227,BOD,PUA,AA0153BODPUA,.,.,278,3.75
P002228,BOD,PUA,AA0153BODPUA,.,.,106,0.7
P002229,BOD,PUA,AA0153BODPUA,.,.,80,0.05
P002230,BOD,PUA,AA0153BODPUA,.,.,105,0.72
P002231,BOD,PUA,AA0153BODPUA,.,.,170,0.05
P002232,BOD,PUA,AA0153BODPUA,.,.,287,12.54
P002233,BOD,QEY,AA0080BODTFB,BA2061TFBQEY,.,456,0
P002234,BOD,QEY,AA0080BODTFB,BA2061TFBQEY,.,182,0
P002235,BOD,QEY,AA0080BODTFB,BA2061TFBQEY,.,347,0
P002236,BOD,QEY,AA0080BODTFB,BA2061TFBQEY,.,248,0
P002237,BOD,QEY,AA0080BODTFB,BA2061TFBQEY,.,285,0
P002238,BOD,QEY,AA0080BODTFB,BA2061TFBQEY,.,376,0
P002239,BOD,QEY,AA0080BODTFB,BA2061TFBQEY,.,119,0
P002240,BOD,QEY,AA0080BODTFB,BA2061TFBQEY,.,446,0
P002241,BOD,QEY,AA0080BODTFB,BA2061TFBQEY,.,154,0
P002242,BOD,QEY,AA0080BODTFB,BA2061TFBQEY,.,288,0.88
P002243,BOD,QEY,AA0080BODTFB,BA2061TFBQEY,.,363,0
P002244,BOD,QEY,AA0082BODTFB,BA2151TFBQEY,.,456,0.32
P002245,BOD,QEY,AA0082BODTFB,BA2151TFBQEY,.,182,0.4
P002246,BOD,QEY,AA0082BODTFB,BA2151TFBQEY,.,347,0.31
P002247,BOD,QEY,AA0082BODTFB,BA2151TFBQEY,.,248,0.32
P002248,BOD,QEY,AA0082BODTFB,BA2151TFBQEY,.,285,0
P002249,BOD,QEY,AA0082BODTFB,BA2151TFBQEY,.,376,0
P002250,BOD,QEY,AA0082BODTFB,BA2151TFBQEY,.,119,0
P002251,BOD,QEY,AA0082BODTFB,BA2151TFBQEY,.,446,0
P002252,BOD,QEY,AA0082BODTFB,BA2151TFBQEY,.,154,0.62
P002253,BOD,QEY,AA0082BODTFB,BA2151TFBQEY,.,288,0.84
P002254,BOD,QEY,AA0082BODTFB,BA2151TFBQEY,.,363,0
P002255,BOD,QEY,AA0084BODTFB,BA2057TFBQEY,.,456,0
P002256,BOD,QEY,AA0084BODTFB,BA2057TFBQEY,.,182,0
P002257,BOD,QEY,AA0084BODTFB,BA2057TFBQEY,.,347,0
P002258,BOD,QEY,AA0084BODTFB,BA2057TFBQEY,.,248,0
P002259,BOD,QEY,AA0084BODTFB,BA2057TFBQEY,.,285,0
P002260,BOD,QEY,AA0084BODTFB,BA2057TFBQEY,.,376,0
P002261,BOD,QEY,AA0084BODTFB,BA2057TFBQEY,.,119,0
P002262,BOD,QEY,AA0084BODTFB,BA2057TFBQEY,.,446,0
P002263,BOD,QEY,AA0084BODTFB,BA2057TFBQEY,.,154,0
P002264,BOD,QEY,AA0084BODTFB,BA2057TFBQEY,.,288,0.67
P002265,BOD,QEY,AA0084BODTFB,BA2057TFBQEY,.,363,0
P002266,BOD,QEY,AA0086BODTFB,BA2175TFBQEY,.,456,0.99
P002267,BOD,QEY,AA0086BODTFB,BA2175TFBQEY,.,182,0
P002268,BOD,QEY,AA0086BODTFB,BA2175TFBQEY,.,347,0
P002269,BOD,QEY,AA0086BODTFB,BA2175TFBQEY,.,248,0
P002270,BOD,QEY,AA0086BODTFB,BA2175TFBQEY,.,285,0
P002271,BOD,QEY,AA0086BODTFB,BA2175TFBQEY,.,376,0
P002272,BOD,QEY,AA0086BODTFB,BA2175TFBQEY,.,119,0
P002273,BOD,QEY,AA0086BODTFB,BA2175TFBQEY,.,446,0
P002274,BOD,QEY,AA0086BODTFB,BA2175TFBQEY,.,154,0
P002275,BOD,QEY,AA0086BODTFB,BA2175TFBQEY,.,288,0
P002276,BOD,QEY,AA0086BODTFB,BA2175TFBQEY,.,363,1.93
P002277,BOD,QEY,AA0090BODTFB,BA2135TFBQEY,.,456,0.32
P002278,BOD,QEY,AA0090BODTFB,BA2135TFBQEY,.,182,0.32
P002279,BOD,QEY,AA0090BODTFB,BA2135TFBQEY,.,347,0
